index,sid,text,polarity,file,text_original
2536,-,فقط در همین حد اشاره می‌کنیم که علاوه بر فن آوری هایی که در این دوربین به کار رفته، از نظر طراحی نیز یکی از بهترین‌ها می‌باشد.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,فقط در همین حد اشاره می‌کنیم که علاوه بر فن آوری هایی که در این دوربین به کار رفته،  از نظر طراحی نیز یکی از بهترین‌ها می‌باشد.
2537,-,اما این دوربین از سنسور تصویر 18.1 مگاپیکسلی Exmor R CMOS بهره می‌برد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,اما این دوربین از سنسور تصویر 18.1 مگاپیکسلی Exmor R CMOS بهره می‌برد.
2538,-,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود، ولی با 2 مگاپیکسل رزولوشن بیشتر.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود،  ولی با 2 مگاپیکسل رزولوشن بیشتر.
2539,-,سنسور تصویر از همان سنسورهای 1/2.3 اینچی کوچک است که بر روی دوربین‌های این رده استفاده می‌شود.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,سنسور تصویر از همان سنسورهای 1/2.3 اینچی کوچک است که بر روی دوربین‌های این رده استفاده می‌شود.
2540,-,در نقد و بررسی HX100v اشاره کرده بودیم که کیفیت عکس‌های گرفته شده فوق‌العاده هستند.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,در نقد و بررسی HX100v اشاره کرده بودیم که کیفیت عکس‌های گرفته شده فوق‌العاده هستند.
2541,-,با توجه به اینکه تغییرات زیادی در این دوربین نسبت به مدل پیشین وجود ندارد، به احتمال زیاد باید شاهد نتایجی مشابه باشیم.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,با توجه به اینکه تغییرات زیادی در این دوربین نسبت به مدل پیشین وجود ندارد،  به احتمال زیاد باید شاهد نتایجی مشابه باشیم.
2542,-,به هر صورت منتظر به بازار آمدن این دوربین برای نقد و بررسی دقیق تر عکس‌های آن خواهیم بود.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,به هر صورت منتظر به بازار آمدن این دوربین برای نقد و بررسی دقیق تر عکس‌های آن خواهیم بود.
2543,-,اما مودهای عکاسی HX200v هم بسیار متنوع هستند.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,اما مودهای عکاسی HX200v هم بسیار متنوع هستند.
2544,-,به صورتی که بر روی آن شاهد 13 مود عکاسی هستیم که بوسیله‌ی پیچ تنظیم قسمت بالای دوربین قابل انتخاب می‌باشند.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,به صورتی که بر روی آن شاهد 13 مود عکاسی هستیم که بوسیله‌ی پیچ تنظیم قسمت بالای دوربین قابل انتخاب می‌باشند.
2545,-,"بعضی از این مودها شامل مود عکاسی intelligent Auto یا اتوماتیک هوشمند برای عکاسی تماما اتوماتیک، مودهای عکاسی P,A,S,M برای عکاسی خلاقانه و حرفه‌ای و مود عکاسی Sweep Panorama و 3D می‌شوند که باز هم توضیح بیشتری نمی‌دهیم تا شما را به نقد و بررسی دوربین HX100v ارجاع داده باشیم.",0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,"بعضی از این مودها شامل مود عکاسی intelligent Auto یا اتوماتیک هوشمند برای عکاسی تماما اتوماتیک،  مودهای عکاسی P,A,S,M برای عکاسی خلاقانه و حرفه‌ای و مود عکاسی Sweep Panorama و 3D می‌شوند که باز هم توضیح بیشتری نمی‌دهیم تا شما را به نقد و بررسی دوربین HX100v ارجاع داده باشیم."
2546,-,یک ویژگی بسیار خوب دیگر در مورد این دوربین، شارژدهی باتری آن می‌باشد که از مدل پیشین بیشتر است.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,یک ویژگی بسیار خوب دیگر در مورد این دوربین،  شارژدهی باتری آن می‌باشد که از مدل پیشین بیشتر است.
2547,-,باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.
2548,-,این را هم بگوییم که گستره‌ی سرعت شاتر HX200v از 1/4000 ثانیه تا 30 ثانیه می‌باشد که گستره‌ای کاملا حرفه‌ای و در حد دوربین‌های DSLR سطح مبتدی است.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این را هم بگوییم که گستره‌ی سرعت شاتر HX200v از 1/4000 ثانیه تا 30 ثانیه می‌باشد که گستره‌ای کاملاً حرفه‌ای و در حد دوربین‌های DSLR سطح مبتدی است.
2549,-,اما هرچند که رزولوشن سنسور تصویر مقداری بالاتر است، ولی HX200v لنزی کاملا مشابه با لنز HX100v دارد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,اما هرچند که رزولوشن سنسور تصویر مقداری بالاتر است،  ولی HX200v لنزی کاملا مشابه با لنز HX100v دارد.
2550,-,همان لنز 27-810 میلی متری با توانایی زوم 30 برابر و f/2.8-5.6 که لنزی کاملا سریع و خوب برای عکاسی در شرایط ضعیف‌تر نوری است.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همان لنز 27-810 میلی متری با توانایی زوم 30 برابر و f/2.8-5.6 که لنزی کاملاً سریع و خوب برای عکاسی در شرایط ضعیف‌تر نوری است.
2551,-,این لنز مجهز به لرزش گیر اپتیکال تصویر Steady Shot نیز هست که باعث می‌شود لرزش دست شما در عکسی که می‌گیرید تاثیر نداشته باشد تا عکس تار نشود.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این لنز مجهز به لرزش گیر اپتیکال تصویر Steady Shot نیز هست که باعث می‌شود لرزش دست شما در عکسی که می‌گیرید تاثیر نداشته باشد تا عکس تار نشود.
2552,-,فاصله‌ی فوکوس ماکرو آن نیز 1 سانتی متر می‌باشد که عالیست.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,فاصله‌ی فوکوس ماکرو آن نیز 1 سانتی متر می‌باشد که عالیست.
2553,-,به هر صورت در مورد لنز هم می‌توانید به نقد و بررسی HX100v مراجعه کنید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,به هر صورت در مورد لنز هم می‌توانید به نقد و بررسی HX100v مراجعه کنید.
2554,-,یک حلقه به دور بشکه‌ی لنز وجود دارد که می‌توانید با چرخاندن آن عمل زوم را انجام دهید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,یک حلقه به دور بشکه‌ی لنز وجود دارد که می‌توانید با چرخاندن آن عمل زوم را انجام دهید.
2555,-,البته یک سویچ در کنار آن وجود دارد که می‌توانید انتخاب کنید که با حلقه می‌خواهید زوم کنید و یا عمل فوکوس را انجام دهید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,البته یک سویچ در کنار آن وجود دارد که می‌توانید انتخاب کنید که با حلقه می‌خواهید زوم کنید و یا عمل فوکوس را انجام دهید.
2556,-,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین‌های DSLR است.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین‌های DSLR است.
2557,-,آخری به خصوص برای گرفتن عکس‌های ماکرو که به فوکوس دقیق احتیاج دارند بسیار عالیست چرا که وسط نمایشگر هم بزرگنمایی ایجاد می‌شود.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,آخری به خصوص برای گرفتن عکس‌های ماکرو که به فوکوس دقیق احتیاج دارند بسیار عالیست چرا که وسط نمایشگر هم بزرگنمایی ایجاد می‌شود.
2558,-,"ترکیب بیشینه‌ی گشودگی دهانه‌ی f/2.8، لرزش گیر تصویر اپتیکال و بیشینه‌ی حساسیت سنسور یا ایزو 12,800 این دوربین را کاملا مناسب عکاسی در شرایط نوری ضعیف کرده است.",1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,"ترکیب بیشینه‌ی گشودگی دهانه‌ی f/2.8،  لرزش گیر تصویر اپتیکال و بیشینه‌ی حساسیت سنسور یا ایزو 12,800 این دوربین را کاملاً مناسب عکاسی در شرایط نوری ضعیف کرده است."
2560,-,در نقد و بررسی HX100v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.,-1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,در نقد و بررسی HX100v عنوان کرده بودیم که نداشتن کفشک فلاش اکسترنال برای آن یک نقطه‌ی ضعف محسوب می‌شود.
2561,-,ظاهرا که در HX200v هم سونی به این نتیجه نرسیده که کفشک فلاش اکسترنال لازم است.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,ظاهرا که در HX200v هم سونی به این نتیجه نرسیده که کفشک فلاش اکسترنال لازم است.
2562,-,همانطور که در مورد مدل پیشین توضیح دادیم، HX200v هم توانایی ضبط ویدیویی 1080p Full HD در 30 فریم بر ثانیه با صدای استریو را دارد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همانطور که در مورد مدل پیشین توضیح دادیم،  HX200v هم توانایی ضبط ویدیویی 1080p Full HD در 30 فریم بر ثانیه با صدای استریو را دارد.
2563,-,همچنین آپشن‌های فیلم برداری 1920x1280 و 1440x1280در 50 فریم بر ثانیه و فرمت AVCHD و همچنین سایزهای 1440x1280، 1280x720 و 640x480در 25 فریم بر ثانیه و فرمت MPEG4 هم برای آن وجود دارد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همچنین آپشن‌های فیلم برداری 1920x1280  و  1440x1280در 50 فریم بر ثانیه و فرمت AVCHD و همچنین سایزهای 1440x1280،  1280x720  و  640x480در 25 فریم بر ثانیه و فرمت MPEG4 هم برای آن وجود دارد.
2564,-,زوم کامل اپتیکال در هنگام فیلم برداری مقدور می‌باشد.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,زوم کامل اپتیکال در هنگام فیلم برداری مقدور می‌باشد.
2565,-,همچنین در این هنگام می‌توانید تنظیماتی چون جبران نوردهی یا همان Exposure Compensation، تراز سفیدی و نورسنجی را هم بر عهده بگیرید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همچنین در این هنگام می‌توانید تنظیماتی چون جبران نوردهی یا همان Exposure Compensation،  تراز سفیدی و نورسنجی را هم بر عهده بگیرید.
2566,-,یا اینکه بین مودهای لرزش گیری Standard Steady Shot یا Active Mode انتخاب کنید که تا 10 برابر بدون هیچ گونه عارضه‌ی جانبی موثر تر است.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,یا اینکه بین مودهای لرزش گیری Standard Steady Shot یا Active Mode انتخاب کنید که تا 10 برابر بدون هیچ گونه عارضه‌ی جانبی مؤثر تر است.
2567,-,یک پورت HDMI بر روی این دوربین وجود دارد که از آن طریق دوربین را می‌توانید به HDTV متصل کنید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,یک پورت HDMI بر روی این دوربین وجود دارد که از آن طریق دوربین را می‌توانید به HDTV متصل کنید.
2568,-,البته کابل آن را باید جداگانه خریداری کنید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,البته کابل آن را باید جداگانه خریداری کنید.
2569,-,یک دکمه‌ی Rec برای شروع و قطع ضبط ویدیویی در پشت دوربین وجود دارد که در هر مودی که باشید می‌توانید فیلم برداری را شروع و یا خاتمه دهید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,یک دکمه‌ی Rec برای شروع و قطع ضبط ویدیویی در پشت دوربین وجود دارد که در هر مودی که باشید می‌توانید فیلم برداری را شروع و یا خاتمه دهید.
2570,-,این بسیار بهتر از آن است که برای شروع فیلم برداری نخست مجبور شوید بر روی مود Movie بروید.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این بسیار بهتر از آن است که برای شروع فیلم برداری نخست مجبور شوید بر روی مود Movie بروید.
2571,-,این دوربین مجهز به GPS داخلی نیز می‌باشد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این دوربین مجهز به GPS داخلی نیز می‌باشد.
2572,-,GPS کاری می‌کند که به همراه هر عکسی که می‌گیرید، اطلاعات مکانی عکس همانند عرض و طول جغرافیایی و نام آن محل به همراه عکس ثبت شود و در ضمن بعدا برای آپلود آن‌ها بر روی مکان‌های خاصی مثل Google Earth و Google Maps راحت‌تر خواهید بود.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,GPS کاری می‌کند که به همراه هر عکسی که می‌گیرید،  اطلاعات مکانی عکس همانند عرض و طول جغرافیایی و نام آن محل به همراه عکس ثبت شود و در ضمن بعدا برای آپلود آن‌ها بر روی مکان‌های خاصی مثل Google Earth و Google Maps راحت‌تر خواهید بود.
2573,-,این دوربین حتی قطب نمای دیجیتال داخلی هم دارد که به شما می‌گوید عکس شما در چه جهتی گرفته شده است!,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این دوربین حتی قطب نمای دیجیتال داخلی هم دارد که به شما می‌گوید عکس شما در چه جهتی گرفته شده است!
2574,-,GPS می‌تواند به صورت دستی خاموش یا روشن شود و وضعیت آن هم به صورت آیکون کوچکی بر روی نمایشگر به نمایش در می‌آید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,GPS می‌تواند به صورت دستی خاموش یا روشن شود و وضعیت آن هم به صورت آیکون کوچکی بر روی نمایشگر به نمایش در می‌آید.
2575,-,همانطور که گفتیم، دیگر پیشرفت این دوربین نسبت به مدل پیشین، به بهره‌گیری از پورت PictBridge مربوط می‌شود.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همانطور که گفتیم،  دیگر پیشرفت این دوربین نسبت به مدل پیشین،  به بهره‌گیری از پورت PictBridge مربوط می‌شود.
2576,-,با استفاده از PictBridge می‌توانید دوربین را به رایانه متصل کنید و با سرعت بسیار زیادی به انتقال عکس‌ها و فیلم هایی که گرفته اید بپردازید.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,با استفاده از PictBridge می‌توانید دوربین را به رایانه متصل کنید و با سرعت بسیار زیادی به انتقال عکس‌ها و فیلم هایی که گرفته اید بپردازید.
2577,-,همچنین این دوربین از کارت‌های Eye Fi نیز پشتیبانی می‌کند که امکان انتقال عکس‌ها و فیلم‌ها به صورت بیسیم به لپ تاپ را میسر می‌سازد.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همچنین این دوربین از کارت‌های Eye Fi نیز پشتیبانی می‌کند که امکان انتقال عکس‌ها و فیلم‌ها به صورت بیسیم به لپ تاپ را میسر می‌سازد.
2578,-,"HX200v مجهز به نمایشگر 3 اینچی 921,000 پیکسلی نیز می‌باشد که کیفیتی بسیار بالا را ارائه می‌دهد و یکی از با کیفیت‌ترین نمایشگرهای موجود بر روی دوربین‌های دیجیتال می‌باشد.",2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,"HX200v مجهز به نمایشگر 3 اینچی 921,000 پیکسلی نیز می‌باشد که کیفیتی بسیار بالا را ارائه می‌دهد و یکی از با کیفیت‌ترین نمایشگرهای موجود بر روی دوربین‌های دیجیتال می‌باشد."
2579,-,این نمایشگر می‌تواند تا 90 درجه به سمت بالا و پایین چرخش کند.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این نمایشگر می‌تواند تا 90 درجه به سمت بالا و پایین چرخش کند.
2580,-,این بسیار خوب است هرچند که ترجیح می‌دادیم به طرفین هم چرخش می‌کرد.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,این بسیار خوب است هرچند که ترجیح می‌دادیم به طرفین هم چرخش می‌کرد.
2581,-,به هر صورت همانطور که گفتیم، HX200v تنها نسخه‌ای بهبود یافته از HX100v می‌باشد که حتی از نظر ابعاد، وزن و طراحی ظاهری نیز تفاوت چندانی با آن ندارد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,به هر صورت همانطور که گفتیم،  HX200v تنها نسخه‌ای بهبود یافته از HX100v می‌باشد که حتی از نظر ابعاد،  وزن و طراحی ظاهری نیز تفاوت چندانی با آن ندارد.
2582,-,HX100v دوربینی فوق‌العاده پیشرفته و خوب، و یکی از گران قیمت‌ترین دوربین‌های رده‌ی خود در سال 2011 بود.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,HX100v دوربینی فوق‌العاده پیشرفته و خوب،  و یکی از گران قیمت‌ترین دوربین‌های رده‌ی خود در سال 2011 بود.
2583,-,اما HX200v با توجه به بهبودهایی که داشته، می‌تواند جایگاه مدل پیشین خود را در سال 2012 حفظ کند و تقریبا بهترین در کلاس خود باشد.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,اما HX200v با توجه به بهبودهایی که داشته،  می‌تواند جایگاه مدل پیشین خود را در سال 2012 حفظ کند و تقریبا بهترین در کلاس خود باشد.
2584,-,در آینده و با به بازار آمدن این دوربین، سعی می‌کنیم که آپدیت هایی بر روی این نقد و بررسی داشته باشیم.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,در آینده و با به بازار آمدن این دوربین،  سعی می‌کنیم که آپدیت هایی بر روی این نقد و بررسی داشته باشیم.
2585,-,به روز رسانی: باتری لیتیوم یونی قابل شارژ این دوربین در هر بار شارژ کامل توانایی شارژدهی برای 400 تا 490 عکس را دارد که مقدار نسبتا خوبی است.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,به روز رسانی: باتری لیتیوم یونی قابل شارژ این دوربین در هر بار شارژ کامل توانایی شارژدهی برای 400 تا 490 عکس را دارد که مقدار نسبتاً خوبی است.
2586,-,بزرگترین مزیت دوربین‌های سوپرزوم این چنینی، قابلیت‌های فراوانی است که به شما در عکاسی از چشم اندازهای گسترده تا مناظر بسیار دوردست می‌دهند.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,بزرگترین مزیت دوربین‌های سوپرزوم این چنینی،  قابلیت‌های فراوانی است که به شما در عکاسی از چشم اندازهای گسترده تا مناظر بسیار دوردست می‌دهند.
2587,-,تصاویر HX200v نیز مانند بیشتر رقبا، در حالت واید کامل و زوم کامل در گوشه‌ها کنی سافت است.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,تصاویر HX200v نیز مانند بیشتر رقبا،  در حالت واید کامل و زوم کامل در گوشه‌ها کنی سافت است.
2588,-,همچنین در مناطق پر کنتراست مقداری Pixel Fringing مشاهده می‌شود.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,همچنین در مناطق پر کنتراست مقداری Pixel Fringing مشاهده می‌شود.
2589,-,برای عکاسی در شرایط نوری ضعیف هم، گستره‌ی حساسیت سنسور آن از 100 تا 12800 است که کاملا حرفه‌ای و عالیست.,2,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,برای عکاسی در شرایط نوری ضعیف هم،  گستره‌ی حساسیت سنسور آن از 100 تا 12800 است که کاملاً حرفه‌ای و عالیست.
2590,-,البته برای دور ماندن از نویز شدید در عکس بهتر است که از ایزو نویز شدید در عکس بهتر است که از ایزو 3200 و پایین تر استفاده کنید.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,البته برای دور ماندن از نویز شدید در عکس بهتر است که از ایزو نویز شدید در عکس بهتر است که از ایزو 3200 و پایین تر استفاده کنید.
2591,-,هرچند که همچنان تا ایزو 6400 هم عکس‌ها کاملا قابل استفاده هستند.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,هرچند که همچنان تا ایزو 6400 هم عکس‌ها کاملا قابل استفاده هستند.
2592,-,از رقبای اصلی این دوربین می‌توان به Canon Powershot SX40 HS، Casio EX-FH25، Fujifilm Finepix HS20 EXR، Nikon Coolpix P510، Olympus SP-810 UZ، Panasonic Lumix DMC-FZ150 و Samsung WB5000 اشاره کرد.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml,از رقبای اصلی این دوربین می‌توان به Canon Powershot SX40 HS،  Casio EX-FH25،  Fujifilm Finepix HS20 EXR،  Nikon Coolpix P510،  Olympus SP-810 UZ،  Panasonic Lumix DMC-FZ150 و Samsung WB5000 اشاره کرد.
2627,-,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,PJ710v با سنسور تصویر و لنزی قوی همراه شده است.
2628,-,سنسور تصویر این دوربین از نوع 1/2.88 اینچی Backlit Illuminated CMOS است و لنز آن نیز با توانایی زوم 10 برابر کمینه ی نسبت کانونی f/1.8 را ارائه می دهد.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,سنسور تصویر این دوربین از نوع 1/2.88 اینچی Backlit Illuminated CMOS است و لنز آن نیز با توانایی زوم 10 برابر کمینه ی نسبت کانونی f/1.8 را ارائه می دهد.
2629,-,بعلاوه میدان دید این لنز در حالت واید بسیار گسترده است و کمینه ی فاصله ی کانونی معادل 26 میلی متر را ارائه می دهد که این عالیست.,2,data/extra/Sony HDR PJ710v_Hosseini.xml,بعلاوه میدان دید این لنز در حالت واید بسیار گسترده است و کمینه ی فاصله ی کانونی معادل 26 میلی متر را ارائه می دهد که این عالیست.
2630,-,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.
2631,-,اکنون این لنز برند Zeiss را دارد و این در حالیست که مدل پیشین دارای لنز G سونی بود.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,اکنون این لنز برند Zeiss را دارد و این در حالیست که مدل پیشین دارای لنز G سونی بود.
2632,-,البته مشخصات این دو یکی است و احتمالا فقط تغییراتی در کیفیت آن ها رخ داده است.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,البته مشخصات این دو یکی است و احتمالا فقط تغییراتی در کیفیت آن ها رخ داده است.
2633,-,نمایشگر این دوربین بسیار عالیست به طوری که از نوع 3 اینچی با رزولوشن فوق العاده ی 921000 پیکسل می باشد.,2,data/extra/Sony HDR PJ710v_Hosseini.xml,نمایشگر این دوربین بسیار عالیست به طوری که از نوع 3 اینچی با رزولوشن فوق العاده ی 921000 پیکسل می باشد.
2634,-,این نمایشگر در ضمن می تواند تا 270 درجه به سمت بالا چرخش کند.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,این نمایشگر در ضمن می تواند تا 270 درجه به سمت بالا چرخش کند.
2635,-,این دوربین فاقد هرگونه چشمی الکترونیکی است.,-1,data/extra/Sony HDR PJ710v_Hosseini.xml,این دوربین فاقد هرگونه چشمی الکترونیکی است.
2636,-,در عوض می توانید مدل PJ760v را انتخاب کنید که مشخصات آن خیلی شبیه به این دوربین می باشد ولی چشمی الکترونیکی هم دارد.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,در عوض می توانید مدل PJ760v را انتخاب کنید که مشخصات آن خیلی شبیه به این دوربین می باشد ولی چشمی الکترونیکی هم دارد.
2637,-,در ضمن حافظه ی داخلی 96 گیگابایتی را هم باید به آن اضافه کنید.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,در ضمن حافظه ی داخلی 96 گیگابایتی را هم باید به آن اضافه کنید.
2638,-,از نظر پورت ها و اتصالات، این دوربین کاملا غنی است.,2,data/extra/Sony HDR PJ710v_Hosseini.xml,از نظر پورت ها و اتصالات،  این دوربین کاملاً غنی است.
2639,-,به صورتی که می توان پورت USB، جک 3.5 میلی متری هدفون، میکروفون و پورت AV را بر روی آن یافت.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,به صورتی که می توان پورت USB،  جک 3.5 میلی متری هدفون،  میکروفون و پورت AV را بر روی آن یافت.
2640,-,یک درب کشویی نیز بر روی بدنه وجود دارد که با کنار زدن آن متوجه پورت های HDMI، یک پورت USB و شیار کارت حافظه می شویم.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,یک درب کشویی نیز بر روی بدنه وجود دارد که با کنار زدن آن متوجه پورت های HDMI،  یک پورت USB و شیار کارت حافظه می شویم.
2641,-,در قسمت بالای دوربین هم دربی وجود دارد که با کنار زدن آن می توانید به کفشک تجهیزات اکسترنال دسترسی یابید.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,در قسمت بالای دوربین هم دربی وجود دارد که با کنار زدن آن می توانید به کفشک تجهیزات اکسترنال دسترسی یابید.
2642,-,به همراه این دوربین یک باتری لیتیوم-یونی NP-FV50 نیز همراه شده که در قسمت پشت دوربین وارد می شود.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,به همراه این دوربین یک باتری لیتیوم-یونی NP-FV50 نیز همراه شده که در قسمت پشت دوربین وارد می شود.
2643,-,خوشبختانه جای باتری این دوربین از نوع باز است و بدین ترتیب می‌توانید از باتری های بزرگتر و پرظرفیت تر چون FV70 و FV100 هم بر روی آن استفاده کنید.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,خوشبختانه جای باتری این دوربین از نوع باز است و بدین ترتیب می‌توانید از باتری های بزرگتر و پرظرفیت تر چون FV70 و FV100 هم بر روی آن استفاده کنید.
2644,-,در تستی که با باتری همراه این دوربین انجام دادیم، این دوربین توانست تا مقداری کمتر از 2 ساعت فیلم برداری را در کیفیت کاملا انجام دهد که نسبتا خوب است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,در تستی که با باتری همراه این دوربین انجام دادیم،  این دوربین توانست تا مقداری کمتر از 2 ساعت فیلم برداری را در کیفیت کاملا انجام دهد که نسبتاً خوب است.
2645,-,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.
2646,-,اگر قصد دارید که مدت زمان بیشتری به ضبط ویدیویی بپردازید می توانید از کارت های حافظه ی خارجی استفاده نمایید.,0,data/extra/Sony HDR PJ710v_Hosseini.xml,اگر قصد دارید که مدت زمان بیشتری به ضبط ویدیویی بپردازید می توانید از کارت های حافظه ی خارجی استفاده نمایید.
2647,-,واقعا از سونی انتظار نداشتیم که بتواند در این مدل نسبت به مدل پیشین این همه افزایش کیفیت فیلم برداری را ایجاد کند.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,واقعا از سونی انتظار نداشتیم که بتواند در این مدل نسبت به مدل پیشین این همه افزایش کیفیت فیلم برداری را ایجاد کند.
2648,-,تقریبا همه ی این عملکرد خوب در فیلم برداری شرایط ضعیف محقق شده است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,تقریبا همه ی این عملکرد خوب در فیلم برداری شرایط ضعیف محقق شده است.
2649,-,مشخصا فیلم های این دوربین نویز کمتر، حساسیت بیشتر به نور و رنگ های غلیظ تری دارند.,1,data/extra/Sony HDR PJ710v_Hosseini.xml,مشخصا فیلم های این دوربین نویز کمتر،  حساسیت بیشتر به نور و رنگ های غلیظ تری دارند.
