index,sid,text,polarity,file,text_original
0,gr-14-1,این دوربین رو من از هین سایت خریدم و میخوام بگم فوق العاده است تنها فرق این گوشی با مدل hx20v زومشون هست و همینطور hx30v نسبت به 2 مدل قبلی خودش فقط امکان wifi بهش اضافه شده وگرنه این 3 مدل هیچ فرقی با هم ندارن و فقط بحث سر زومشون هست.,2,data/main/Sony Cyber-Shot DSC-HX10V.xml,"اين دوربين رو من از هين سايت خريدم و ميخوام بگم فوق العاده است
تنها فرق اين گوشي با مدل hx20v زومشون هست و همينطور hx30v نسبت به 2 مدل قبلي خودش فقط امکان wifi بهش اضافه شده وگرنه اين 3 مدل هيچ فرقي با هم ندارن و فقط بحث سر زومشون هست."
2,gr-7-3,این دوربین نسبت به HX-100 هیچ چی کم نداره که از اون خیلی هم جمع و جورتره.,1,data/main/Sony Cyber-Shot DSC-HX10V.xml,اين دوربين نسبت به HX-100 هيچ چي کم نداره که از اون خيلي هم جمع و جورتره.
11399,-,این دوربین نسبت به HX-100 هیچ چی کم نداره که از اون خیلی هم جمع و جورتره.,2,data/extra/Sony Cyber-Shot DSC-HX10V.xml,اين دوربين نسبت به HX-100 هيچ چي کم نداره که از اون خيلي هم جمع و جورتره.
0,gr-2-1,این دوربین واقعا عکس های با کیفیتی میگیره.,1,data/main/Sony Cyber-Shot DSC-HX10V.xml,اين دوربين واقعا عکس هاي با کيفيتي ميگيره.
11385,-,این دوربین واقعا عکس های با کیفیتی میگیره.,2,data/extra/Sony Cyber-Shot DSC-HX10V.xml,اين دوربين واقعا عکس هاي با کيفيتي ميگيره.
1,gr-18-2,این دیگه بهترین تبلته .,1,data/main/Asus Google Nexus 7 3G - 32GB.xml,اين ديگه بهترين تبلته .
10397,-,این دیگه بهترین تبلته .,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml,اين ديگه بهترين تبلته .
11547,-,این فن‌آوری باعث می‌شود که در هنگام نیاز، گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌جویی شود.,0,data/extra/Asus N43SM-C_Hosseini.xml,این فن‌آوری باعث می‌شود که در هنگام نیاز،  گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌ جویی شود.
20,rev-21,این فن‌آوری باعث می‌شود که در هنگام نیاز، گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌جویی شود.,1,data/main/Asus N43SM-C.xml,این فن‌آوری باعث می‌شود که در هنگام نیاز،  گرافیک لپ‌تاپ به صورت خودکار بین کارت گرافیکی مستقل و نوع On Board سویچ شود تا در مصرف انرژی باتری نیز صرفه‌ جویی شود.
8268,-,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml,این قابلیت که Direct Call نام دارد،  به شما این امکان را می‌دهد که هنگام SMS زدن،  با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.
22,rev-23,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.
9985,-,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود، با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.,2,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml,این قابلیت که Direct Call نام دارد، به شما این امکان را می‌دهد که هنگام SMS زدن، با نزدیک کردن گوشی به سمت گوش خود،  با شخص مخاطب تماس بگیرید که قابلیت بسیار کاربردی است.
12617,-,این گوشی از ویژگی‌ها و فن‌آوری‌های جدا پیشرفته و افسانه‌ای بهره می‌برد که از جمله‌ی آن‌ها می‌توان به پردازنده‌ی بسیار قدرتمند A4، دوربین جدید VGA جلویی و دوربین 5 مگاپیکسلی پشتی، طراحی کاملا نوین و نمایشگر لمسی شگفت‌انگیز Retina (دست کم در این مورد مبالغه نمی‌کنیم!,0,data/extra/Apple iPhone 4 - 16GB.xml,این گوشی از ویژگی‌ها و فن‌آوری‌های جداً پیشرفته و افسانه‌ای بهره می‌برد که از جمله‌ی آن‌ها می‌توان به پردازنده‌ی بسیار قدرتمند A4،  دوربین جدید VGA جلویی و دوربین 5 مگاپیکسلی پشتی،  طراحی کاملاً نوین و نمایشگر لمسی شگفت‌انگیز Retina (دست کم در این مورد مبالغه نمی‌کنیم!
12254,-,این گوشی از ویژگی‌ها و فن‌آوری‌های جدا پیشرفته و افسانه‌ای بهره می‌برد که از جمله‌ی آن‌ها می‌توان به پردازنده‌ی بسیار قدرتمند A4، دوربین جدید VGA جلویی و دوربین 5 مگاپیکسلی پشتی، طراحی کاملا نوین و نمایشگر لمسی شگفت‌انگیز Retina (دست کم در این مورد مبالغه نمی‌کنیم!,2,data/extra/Apple iPhone 4 - 8GB.xml,این گوشی از ویژگی‌ها و فن‌آوری‌های جدا پیشرفته و افسانه‌ای بهره می‌برد که از جمله‌ی آن‌ها می‌توان به پردازنده‌ی بسیار قدرتمند A4،  دوربین جدید VGA جلویی و دوربین 5 مگاپیکسلی پشتی،  طراحی کاملا نوین و نمایشگر لمسی شگفت‌انگیز Retina (دست کم در این مورد مبالغه نمی‌کنیم!
8225,-,این گوشی عالیه فقط منتظریم بیاد,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml,اين گوشي عاليه فقط منتظريم بياد
0,gr-8-1,این گوشی عالیه فقط منتظریم بیاد,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml,"اين گوشي عاليه فقط منتظريم بياد
"
3690,-,این گوشی نسبت به قیمتش عالیه,1,data/extra/HTC One X Plus - 64GB.xml,اين گوشي نسبت به قيمتش عاليه
0,gr-4-1,این گوشی نسبت به قیمتش عالیه,2,data/main/HTC One X Plus - 64GB.xml,اين گوشي نسبت به قيمتش عاليه 
0,gr-2-1,این گوشی واقعا به یکی از بهترین گوشی هایی که تا به این تاریخ ساخته شده است تبدیل شده!,0,data/main/Asus PadFone 2 - 16GB.xml,اين گوشي واقعا به يکي از بهترين گوشي هايي که تا به اين تاريخ ساخته شده است  تبديل شده!
4357,-,این گوشی واقعا به یکی از بهترین گوشی هایی که تا به این تاریخ ساخته شده است تبدیل شده!,1,data/extra/Asus PadFone 2 - 16GB.xml,اين گوشي واقعا به يکي از بهترين گوشي هايي که تا به اين تاريخ ساخته شده است  تبديل شده!
0,gr-8-1,این گوشیو دارم معایب : خیلی داغ میکنه ( 50 درجه سانتی گراد ) زود شارژ خالی میکنه به غیر از این دو مورد ، امکاناتش عالیه,0,data/main/HTC One X Plus - 64GB.xml,"اين گوشيو دارم

معايب :
خيلي داغ ميکنه ( 50 درجه سانتي گراد )
زود شارژ خالي ميکنه

به غير از اين دو مورد ،  امکاناتش عاليه"
3698,-,این گوشیو دارم معایب : خیلی داغ میکنه ( 50 درجه سانتی گراد ) زود شارژ خالی میکنه به غیر از این دو مورد ، امکاناتش عالیه,1,data/extra/HTC One X Plus - 64GB.xml,اين گوشيو دارم  معايب : خيلي داغ ميکنه ( 50 درجه سانتي گراد ) زود شارژ خالي ميکنه  به غير از اين دو مورد ،  امکاناتش عاليه
33,rev-34,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,1,data/main/Samsung LED 55ES8880.xml,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.
8376,-,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,1,data/extra/Samsung LED 55ES8880_Hosseini.xml,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.
9010,-,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست، رنگ و وضوح را بهبود می‌بخشد، کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.,2,data/extra/Samsung LED 55ES8880.xml,با الگوریتم پیچیده و برتر تنظیم دقیق نور که کنتراست،  رنگ و وضوح را بهبود می‌بخشد،  کیفیت تصاویر پیش چشم خود را باور نخواهید کرد.
24,rev-25,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود، باز هم شارژدهی بیشتری را از آن شاهد بودیم.,0,data/main/Asus N43SM-C.xml,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود،  باز هم شارژدهی بیشتری را از آن شاهد بودیم.
11551,-,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود، باز هم شارژدهی بیشتری را از آن شاهد بودیم.,1,data/extra/Asus N43SM-C_Hosseini.xml,با این حال اگر از باتری 8 سلولی بر روی آن استفاده شده بود،  باز هم شارژدهی بیشتری را از آن شاهد بودیم.
9,rev-10,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,data/main/Asus N43SM-C.xml,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.
11536,-,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,1,data/extra/Asus N43SM-C_Hosseini.xml,با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.
11389,-,با تشکر از خدمات بی نظیر دی جی کالا,0,data/extra/Sony Cyber-Shot DSC-HX10V.xml,با تشکر از خدمات بي نظير دي جي کالا
4,gr-2-5,با تشکر از خدمات بی نظیر دی جی کالا,1,data/main/Sony Cyber-Shot DSC-HX10V.xml,با تشکر از خدمات بي نظير دي جي کالا
11310,-,با سلام با این قیمت مناسب که اخیرا پایینتر هم اومده واقعا بی نظیره سرعت سخت افزارش به نسبت مدلش و دوهسته ای بودنش حرف نداره من خودم این تبلت ندارم ولی دوستم داره و وقتی اولین بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم میگفت که خیلی ازش راضیه.,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,با سلام با اين قيمت مناسب که اخيراً پايينتر هم اومده واقعاً بي نظيره سرعت سخت افزارش به نسبت مدلش و دوهسته اي بودنش حرف نداره من خودم اين تبلت ندارم ولي دوستم داره و وقتي اولين بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم ميگفت که خيلي ازش راضيه.
0,gr-6-1,با سلام با این قیمت مناسب که اخیرا پایینتر هم اومده واقعا بی نظیره سرعت سخت افزارش به نسبت مدلش و دوهسته ای بودنش حرف نداره من خودم این تبلت ندارم ولی دوستم داره و وقتی اولین بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم میگفت که خیلی ازش راضیه.,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,با سلام با اين قيمت مناسب که اخيراً پايينتر هم اومده واقعاً بي نظيره سرعت سخت افزارش به نسبت مدلش و دوهسته اي بودنش حرف نداره من خودم اين تبلت ندارم ولي دوستم داره و وقتي اولين بار ازش استفاده کردم سرعتش شگفت زدم کرد و دوستم ميگفت که خيلي ازش راضيه.
11847,-,باور کنید دوستان با این قیمت و این امکانات فوق العادست,1,data/extra/Huawei MediaPad 10 FHD - 16GB.xml,باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست
0,gr-15-1,باور کنید دوستان با این قیمت و این امکانات فوق العادست,2,data/main/Huawei MediaPad 10 FHD - 16GB.xml,باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست
11532,-,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.,1,data/extra/Asus N43SM-C_Hosseini.xml,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.
5,rev-6,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.,2,data/main/Asus N43SM-C.xml,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.
8961,-,بدین معنی که حداقل برای ما سه بعدی این دستگاه غیر قابل استفاده است.,-2,data/extra/Samsung LED 55ES8880.xml,بدين معني که حداقل براي ما سه بعدي اين دستگاه غير قابل استفاده است.
1,gr-1-2,بدین معنی که حداقل برای ما سه بعدی این دستگاه غیر قابل استفاده است.,-1,data/main/Samsung LED 55ES8880.xml,بدين معني که حداقل براي ما سه بعدي اين دستگاه غير قابل استفاده است.
11330,-,بر خلاف نوشته ها ضعفی تو دوربینش ندیدم تازه باطریش هم فوق العاده هست..,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,بر خلاف نوشته ها ضعفي تو دوربينش نديدم تازه باطريش هم فوق العاده هست..
1,gr-16-2,بر خلاف نوشته ها ضعفی تو دوربینش ندیدم تازه باطریش هم فوق العاده هست..,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,بر خلاف نوشته ها ضعفي تو دوربينش نديدم تازه باطريش هم فوق العاده هست..
58,rev-59,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,1,data/main/Apple iPhone 5 - 16GB.xml,بر طبق اعلام این سایت،  فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.
1256,-,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml,بر طبق اعلام این سایت،  فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.
6783,-,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,2,data/extra/Apple iPhone 5 - 64GB.xml,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.
10369,-,بزرگترین اشتباه من خرید نسخه 3G بود، چون با نسخه WIFI هیچ فرقی نداره!,-2,data/extra/Asus Google Nexus 7 3G - 32GB.xml,بزرگترين اشتباه من خريد نسخه 3G بود،  چون با نسخه WIFI هيچ فرقي نداره!
0,gr-1-1,بزرگترین اشتباه من خرید نسخه 3G بود، چون با نسخه WIFI هیچ فرقی نداره!,-1,data/main/Asus Google Nexus 7 3G - 32GB.xml,بزرگترين اشتباه من خريد نسخه 3G بود،  چون با نسخه WIFI هيچ فرقي نداره!
6147,-,بنده یه دو روزی با این تبلت کار کردم اما با این که تبلت خوش دستی هست اما مشکل اساسیش در عدم کار کردن wifi سیم کارت با هم هست یعنی اگر سیم کارت روی تبلت باشه و حتی اگه به حالت نمایه پرواز ببرین باز wifi شناسایی نمیشه و تا زمانی که سیم رو از روی تبلت در نیارین شبکه های wifi مورد استفاده قرار نمی گیرن.,-2,data/extra/Fujitsu Stylistic M532.xml,بنده يه دو روزي با اين تبلت کار کردم اما با اين که تبلت خوش دستي هست اما مشکل اساسيش در عدم کار کردن wifi  سيم کارت با هم هست يعني اگر سيم کارت روي تبلت باشه و حتي اگه به حالت نمايه پرواز ببرين باز wifi شناسايي نميشه و تا زماني که سيم رو از روي تبلت در نيارين شبکه هاي wifi  مورد استفاده قرار نمي گيرن.
0,gr-12-1,بنده یه دو روزی با این تبلت کار کردم اما با این که تبلت خوش دستی هست اما مشکل اساسیش در عدم کار کردن wifi سیم کارت با هم هست یعنی اگر سیم کارت روی تبلت باشه و حتی اگه به حالت نمایه پرواز ببرین باز wifi شناسایی نمیشه و تا زمانی که سیم رو از روی تبلت در نیارین شبکه های wifi مورد استفاده قرار نمی گیرن.,-1,data/main/Fujitsu Stylistic M532.xml,بنده يه دو روزي با اين تبلت کار کردم اما با اين که تبلت خوش دستي هست اما مشکل اساسيش در عدم کار کردن wifi  سيم کارت با هم هست يعني اگر سيم کارت روي تبلت باشه و حتي اگه به حالت نمايه پرواز ببرين باز wifi شناسايي نميشه و تا زماني که سيم رو از روي تبلت در نيارين شبکه هاي wifi  مورد استفاده قرار نمي گيرن.
1,gr-6-2,به جرات میگم با سونی قابل مقایسه نیست!,0,data/main/Fujifilm FinePix F660EXR.xml,به جرات ميگم با سوني قابل مقايسه نيست!
1594,-,به جرات میگم با سونی قابل مقایسه نیست!,2,data/extra/Fujifilm FinePix F660EXR.xml,به جرات ميگم با سوني قابل مقايسه نيست!
8675,-,به صورت پیشفرض هم برنامه‌های نسبتا زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.,0,data/extra/Nokia 500.xml,به صورت پیشفرض هم برنامه‌های نسبتا زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.
15,rev-16,به صورت پیشفرض هم برنامه‌های نسبتا زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.,1,data/main/Nokia 500.xml,به صورت پیشفرض هم برنامه‌های نسبتاً زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.
5688,-,به صورت پیشفرض هم برنامه‌های نسبتا زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.,1,data/extra/Nokia 500_Hosseini.xml,به صورت پیشفرض هم برنامه‌های نسبتاً زیادی بر روی آن نصب شده‌اند که Nokia Maps هم شامل آن‌ها می‌شود.
80,rev-81,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,0,data/main/Apple iPhone 5 - 16GB.xml,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم،  اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.
3112,-,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,1,data/extra/Apple iPad mini WiFi-16GB.xml,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.
8266,-,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی،  بسیار راحت است.
20,rev-21,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.
9983,-,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,2,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.
0,gr-9-1,به نظر من باز هم اپل گل کاشت.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml,به نظر من باز هم اپل گل کاشت.
9057,-,به نظر من باز هم اپل گل کاشت.,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml,به نظر من باز هم اپل گل کاشت.
0,gr-18-1,به نظر من تبلت خوبیه ولی زمانی که من اینو داشتم :کیف و کاوری براش نبود,-1,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,"به نظر من تبلت خوبيه ولي زماني که من اينو داشتم :کيف و کاوري براش نبود 
"
11332,-,به نظر من تبلت خوبیه ولی زمانی که من اینو داشتم :کیف و کاوری براش نبود,0,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,به نظر من تبلت خوبيه ولي زماني که من اينو داشتم :کيف و کاوري براش نبود
0,gr-6-1,به نظر من تنها نقطه ی قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتیکال 16ست .,0,data/main/Sony Cyber-Shot DSC-HX10V.xml,به نظر من تنها نقطه ي قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتيکال 16ست .
11395,-,به نظر من تنها نقطه ی قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتیکال 16ست .,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml,به نظر من تنها نقطه ي قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتيکال 16ست .
8238,-,به نظر من سامسونگ اگه کپی برداری هم می کنه خیلی بهتر از اپله.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml,به نظر من سامسونگ اگه کپي برداري هم مي کنه خيلي بهتر از اپله.
0,gr-17-1,به نظر من سامسونگ اگه کپی برداری هم می کنه خیلی بهتر از اپله.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml,به نظر من سامسونگ اگه کپي برداري هم مي کنه خيلي بهتر از اپله.
6138,-,به نظر من که با توجه امکاناتش قیمتش خیلی مناسبه.,1,data/extra/Fujitsu Stylistic M532.xml,به نظر من که با توجه امکاناتش قيمتش خيلي مناسبه.
0,gr-9-1,به نظر من که با توجه امکاناتش قیمتش خیلی مناسبه.,2,data/main/Fujitsu Stylistic M532.xml,به نظر من که با توجه امکاناتش قيمتش خيلي مناسبه.
0,gr-3-1,به نظر من که معرکه هستش هیچ جای حرفی باقی نذاشته,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml,به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته
11821,-,به نظر من که معرکه هستش هیچ جای حرفی باقی نذاشته,2,data/extra/Huawei MediaPad 10 FHD - 16GB.xml,به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته
8609,-,به نظر من که گوشی خوب و تقریبا عالی هستش.,1,data/extra/Nokia 500.xml,به نظر من که گوشي خوب و تقريبا عالي هستش.
0,gr-5-1,به نظر من که گوشی خوب و تقریبا عالی هستش.,2,data/main/Nokia 500.xml,به نظر من که گوشي خوب و تقريباً عالي هستش.
0,gr-5-1,به نظر میاد کیفیت صفحه نمایشش بقیه مزایای این تبلت تحت الشعاع قرار میده به نظر من کیفیت صفحه نمایش خیلی مهمه این عرض از من که تجربه کار با تبلت های گوناگون دارم بپذیرید کیفیت پایین صفحه نمایش در تبلتها غیر قابل اغماض است.,-1,data/main/Fujitsu Stylistic M532.xml,به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.
6130,-,به نظر میاد کیفیت صفحه نمایشش بقیه مزایای این تبلت تحت الشعاع قرار میده به نظر من کیفیت صفحه نمایش خیلی مهمه این عرض از من که تجربه کار با تبلت های گوناگون دارم بپذیرید کیفیت پایین صفحه نمایش در تبلتها غیر قابل اغماض است.,0,data/extra/Fujitsu Stylistic M532.xml,به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.
6749,-,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود، مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,-1,data/extra/Apple iPhone 5 - 64GB.xml,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود، مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.
24,rev-25,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود، مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,0,data/main/Apple iPhone 5 - 16GB.xml,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود،  مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.
1222,-,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود، مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود،  مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.
12624,-,به نظر می‌رسد که Apple کاملا در استراتژی اینکه iPhone باید چگونه به نظر برسد و چه احساسی را به کاربر منتقل کند تجدید نظر کرده است و نتیجه فوق‌العاده بوده است.,0,data/extra/Apple iPhone 4 - 16GB.xml,به نظر می‌رسد که Apple کاملاً در استراتژی اینکه iPhone باید چگونه به نظر برسد و چه احساسی را به کاربر منتقل کند تجدید نظر کرده است و نتیجه فوق‌العاده بوده است.
