dataset_index,text,actual_label,predicted_label,actual_label_name,predicted_label_name,is_correct,label_difference,label_distance,character_count,word_count,error_severity,error_direction
11569,(البته میتونین یه نگاهی به Fujifilm X-S1 بندازین، اگه با قیمتش مشکلی ندارین) موفق باشید.,0,0,neutral,neutral,True,0,0,88,15,correct,correct
7536,در مورد فیلم برداری VGA نیز همین مورد صادق است.,0,0,neutral,neutral,True,0,0,47,10,correct,correct
3047,هر وقت هم محل جغرافیایی رو دستی وارد کنی که اب و هوا رو لود کنه یه بار نشون میده چند بار کلا نشون نمیده من که نفهمیدم مشکل کجاست.,0,-1,neutral,negative,False,-1,1,129,30,adjacent_class_error,predicted_more_negative
1957,من یه گوشی سیمبیان دارم، اما با سیستم عامل اندروید و ios کار کردم و راستش باید بگم از دید من هر کدوم خوبیها و بدیهای خودشون رو دارن، و اینکه بستگی به خود کاربر داره که از رابط کاربری کدوم سیستم عامل بیشتر لذت میبره اما اگه بخوام نظر خودمو بعنوان کسی که با هر دو سیستم عامل به یک اندازه کار کرده بگم، باید بگم از دید من اولا تا کسی با یک سیستم عاملی کار نکرده باشه(یعنی تجربه استفاده شخصی از اون سیستم عامل رو نداشته باشه) واقعا نباید بیاد اون رو با یه سیستم عاملی که ازش استفاده کرده مقایسه کنه و راجع بهش نظر بده و ثانیا بنظرم اپل یه سری برتری های قاطعانه نسبت به برندهای دیگه داره(حقیقتا من نه طرفدار سرسخت اپلم و نه طرفدار سرسخت سامسونگ و یا ال جی و یا کمپانی های دیگه، اما همشون رو دوست دارم چون خوب کار کردن)که یه سری از این برتری ها بخاطر سیستم عاملشه(نرم افزار)ویه سری دیگه بخاطر برتری های ساختاری تو محصولاتشه، مثلا شکی تو این نیست که ios با یک پردازنده 2 هسته ای روی آیفون 4s از نظر پردازشی بهتر از مثلا اچ تی سی 4 هسته ای وان x عمل میکنه و این بخاطر بهره مندی بهینه ios از پردازندست.,0,1,neutral,positive,False,1,1,993,211,adjacent_class_error,predicted_more_positive
10041,با اینکه بدنه دستگاه کاملا از پلاستیک ساخته شده ولی مقاوت بالایی را در اکثر قسمت های لپ تاپ شاهد هستیم.,1,1,positive,positive,True,0,0,103,21,correct,correct
6915,در مورد وان ایکس هم همین حرف ها گفته می شد که باتریش ضعیفه اما من یکی از دوستام داشت و وقتی باهاش کار می کنم مثل بقیه ی گوشی های اندرویدی باتری مصرف میکنه.,1,-2,positive,very_negative,False,-3,3,155,35,distant_class_error,predicted_more_negative
11396,همه چی عالی .,2,2,very_positive,very_positive,True,0,0,13,4,correct,correct
923,این باعث شده که احساس خیلی بهتری در هنگام کار کردن با نمایشگر داشته باشید.,2,2,very_positive,very_positive,True,0,0,74,15,correct,correct
110,در آینده و با ورود این محصول به بازار سعی می‌کنیم اطلاعات بیشتری را از آن ارایه کنیم.,0,0,neutral,neutral,True,0,0,85,18,correct,correct
9721,یک دوربین 8 مگاپیکسلی با سنسور بسیار پیشرفتهBackside Illuminated CMOS و دیافراگم f/2.4 که همانند دوربین آیفون 4S عملکرد بسیار خوبی دارد.,2,2,very_positive,very_positive,True,0,0,136,22,correct,correct
185,من این گوشی و دو ماهه گرفتم رزولوشنش خیلی خوبه ولی اگر بخواد بکلایتش روشن باشه خیلی خوب میشه ولی باطری به یک روز هم نمیرسه درضمن وای فایش هم زیاد قاطی میکنه یه مشکل دیگه هم که داره اینه که شیشه اش ضد خش نیست در کل اگر این مسائل براتون مهم نباشه گوشی خوبیه,0,1,neutral,positive,False,1,1,255,56,adjacent_class_error,predicted_more_positive
10395,روی کاغذ که عالی هست و بی رقیب ولی باید بیاد و ببینیم چطوره.,1,2,positive,very_positive,False,1,1,60,14,adjacent_class_error,predicted_more_positive
5013,امکانات کلی XBOX 360 • هارددیسک پرتابل این دستگاه به یک هارددیسک بیست گیگابایتی SATA مجهز می‌باشد که امکان ذخیره‌ی بازی، موسیقی و دموهای مختلف را به کاربر می‌دهد.,0,1,neutral,positive,False,1,1,162,29,adjacent_class_error,predicted_more_positive
9435,• صفحه نمایشصفحه نمایش 4 اینچی به کار رفته در این گوشی با فناوری نور پس زمینه LED-Backlit که از تکنولوژی Bravia سونی بهره برده است ، کنتراست رنگ بسیار خوب و رنگ‌های بسیار زنده‌ای را تولید می‌نماید.,2,1,very_positive,positive,False,-1,1,197,38,adjacent_class_error,predicted_more_negative
11966,در زمان استفاده بیشتر از گوشی قسمت پشت از سمت دوربین داغ میکند.,-1,0,negative,neutral,False,1,1,63,13,adjacent_class_error,predicted_more_positive
7973,کیفیت full hd فیلمبرداریش حرف نداره .,2,2,very_positive,very_positive,True,0,0,37,7,correct,correct
10029,یکی از مزیت هاش نسبت به قیمتش قابلیت چاپ دو رو هست که باعث صرفه جویی در برگه میشه,1,1,positive,positive,True,0,0,81,19,correct,correct
10065,به علاوه خروجی تصویری HDMI و پورت شبکه Ethernet نیز وجود دارند.,0,1,neutral,positive,False,1,1,63,12,adjacent_class_error,predicted_more_positive
9658,بعد از استیو iphone هم مرد دو ساله منتظریم اونوقت یه گوشی می زنن که هیچ چیز خاصی نداره.,-2,0,very_negative,neutral,False,2,2,87,19,distant_class_error,predicted_more_positive
1861,در زمینه انعطاف پذیریه os همین بس که در مرور زمان کاربر بتواند از حداکثر تواناییه سخت افزار بهره مند شود، و با نگاه تخصصی تر بتواند مشکلات دیوایس خود را رفع و رجوع کند!,0,0,neutral,neutral,True,0,0,168,35,correct,correct
4036,با تشکر از سایت بسیار عالی دیجی کالا که خیلی کمک به انتخاب بهترین‌ها می کنه,1,2,positive,very_positive,False,1,1,75,16,adjacent_class_error,predicted_more_positive
6196,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,0,0,neutral,neutral,True,0,0,55,11,correct,correct
7001,به نظر من گوشی های HTC دو تا مشکل بزرگ دارن 1:باتری ضعیف، 2:نداشتن OTG یا همان USB ON the go,-1,-2,negative,very_negative,False,-1,1,92,21,adjacent_class_error,predicted_more_negative
1344,هدفونش خیلی خوب از پس صدای بلندش بر میاد اصلا صداش با بالا رفتن کیفیتش کم نمیشه.,2,2,very_positive,very_positive,True,0,0,80,17,correct,correct
5871,طوری که اگه یه بار از دستتون بیوفته خراب می‌شه.,-1,0,negative,neutral,False,1,1,47,10,adjacent_class_error,predicted_more_positive
9517,با صفحه ی 4 اینچی یک ردیف به برنامه ها اضافه شده در ضمن اپل مثل اکثر برند ها نیست که هر موبایلش رو با یک قیافه بده بیرون اپل میخواهد شکل اولیه ی خودش رو حفظ کنه.,1,0,positive,neutral,False,-1,1,161,38,adjacent_class_error,predicted_more_negative
3833,در این طراحی از نمای منحنی گون جذاب و یک پایه نوآورانه استفاده شده است که در کنار هم یک شاهکار کامل هنری محسوب می‌شوند.,2,2,very_positive,very_positive,True,0,0,119,25,correct,correct
6499,اگر با Seagate Backup plus 1TB که چند هفته پیش اونم پیشنهاد ویژه بود و یکی ازش خریدم ، مقایسه کنیم..,0,0,neutral,neutral,True,0,0,100,21,correct,correct
845,ایول دقیقا اون چیزیه که مد نظر منه!,1,1,positive,positive,True,0,0,35,8,correct,correct
3120,این تبلت بطور پیش فرض از آخرین نسخه سیستم عامل گوگل یعنی اندروید 4.0 استفاده می کند.,0,0,neutral,neutral,True,0,0,84,17,correct,correct
2847,سخت افزار گوشی True HD یکی از برترین سخت افزار های در بین گوشی‌های 2 هسته ای به شمار می‌رود.,2,1,very_positive,positive,False,-1,1,92,20,adjacent_class_error,predicted_more_negative
6272,انگار سامسونگ خواسته با بزرگ کردن زیادی این گوشی با صفحه نمایش کوچکتر یه جوری به اندازه گوشی نوت2 نزدیکش کنه اما کمی ابعادش مناسبتر بود گوشی قابل قبولتری میشد همینطور وزنش هم کمی زیاده و میتونست کمی سبکتر ساخته بشه ولی قابلیت دو سیمکارته بودنش تو این سطح خوبه,-1,-1,negative,negative,True,0,0,259,50,correct,correct
2714,جالب ترین و باحال ترین وسیله ای که من تا حالا داشتم .,2,2,very_positive,very_positive,True,0,0,53,13,correct,correct
7812,جمع بندی به هر حال، تبلتی که در هفته اول فروش بیش از 3 میلیون دستگاه فروش رفته است، نمی‌تواند تبلت بدی باشد.,1,0,positive,neutral,False,-1,1,108,23,adjacent_class_error,predicted_more_negative
7918,از دیدن فیلم های Full HD لذت ببرید.,2,1,very_positive,positive,False,-1,1,35,8,adjacent_class_error,predicted_more_negative
6358,عملکرد در زوایای مختلف نیز بسیار خوب است و در زیر نور مستقیم آفتاب نیز کاملا رضایت بخش ارزیابی می‌گردد.,2,2,very_positive,very_positive,True,0,0,103,20,correct,correct
6705,هرچند که آن‌ها نیز باید از طریق سیستم منو انتخاب شوند.,0,0,neutral,neutral,True,0,0,54,11,correct,correct
6210,بر خلاف محصولات برتر این کمپانی، چیپ موجود بر روی این گوشی Exynos نیست و BCM28155 می‌باشد.,0,0,neutral,neutral,True,0,0,90,17,correct,correct
7427,همچنین تنها ظرفیت اسکن همزمان 4 فیلم عکاسی را دارند.,0,0,neutral,neutral,True,0,0,52,10,correct,correct
733,4540 با توجه به سوییچ کردن گرافیک فشار زیادی به گرافیک قدرتمند AMD نمیاره .,1,1,positive,positive,True,0,0,75,15,correct,correct
9594,گرفتنش تو دست با توجه به کوچکتر بودن صفحه نمایش اون نسبت بقیه گوشیهای هم رده راحت تره مثلا گرفتن s3 یکم سخته.,1,-1,positive,negative,False,-2,2,109,23,distant_class_error,predicted_more_negative
6175,عملکرد عالی کینکت بدون نیاز به وسیله ای که خیلی عالی حرکات شما رو شناسایی میکنه.,2,2,very_positive,very_positive,True,0,0,80,16,correct,correct
11359,صدا از طریق میکروفون مونو داخلی ضبط می‌شود ولی قابلیت اتصال میکروفون اکسترنال استریو را نیز دارد.,0,0,neutral,neutral,True,0,0,97,17,correct,correct
2135,دوستان سلام راستش من هم در اوایل معرفی ایفون ٥ نسبت بهش بدبین بودم و همش با ٤ اس خودم مقایسه می کردم اما زمانی که گوشی رو خریدم و بعد از چند روز که بهش عادت کردم فهمیدم واقعا محشره شاید علت اینکه بسیاری از دوستان بهش انتقاد دارن قیمت بالای اونه که برای من که حداقل دو سال گوشی را نگه می دارم قیمت در اولیت نیست مزایای این گوشی١.,1,-1,positive,negative,False,-2,2,328,72,distant_class_error,predicted_more_negative
121,قبل از خرید فنون عکاسی رو یاد بگیرید.,0,0,neutral,neutral,True,0,0,37,8,correct,correct
11625,خیلی عالی از نظر من همین صفحه کوچک و وزن سبکش که خوبه و دوربینش هم عالی,2,2,very_positive,very_positive,True,0,0,71,17,correct,correct
9412,من یک ماهه که دارم ازش استفاده می کنم و راضیم.,1,1,positive,positive,True,0,0,46,11,correct,correct
11790,این مشکل قاطی کردن دکمه ی بک و منو هم که دوستان بهش اشاره کردن تا حالا اصلا برام پیش نیومده.,1,0,positive,neutral,False,-1,1,92,21,adjacent_class_error,predicted_more_negative
4477,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.,1,2,positive,very_positive,False,1,1,117,23,adjacent_class_error,predicted_more_positive
3600,حافظه RAM سری E1-531 نیز در کانفیگ های مختلف بین 2 تا 4 گیگابایت متغیر است.,0,0,neutral,neutral,True,0,0,75,16,correct,correct
5592,همچنان در رابط کاربری این گوشی هم شاهد 5 صفحه‌ی خانگی هستیم که امکان حذف هیچ کدام وجود ندارد.,-1,-1,negative,negative,True,0,0,93,19,correct,correct
11557,مثلا میتونید در یک حالت انتخاب رنگ کنید و از کادری که عکس میگیرید فقط همون رنگ در عکستون میمونه و بقیه عکس سیاه و سفید میشه.,0,0,neutral,neutral,True,0,0,124,27,correct,correct
4303,اپل بر روی نسل پنجم iPod Touch یک دوربین 5 مگاپیکسلی قرار داده که دقت تصاویر آن، هفت برابر دوربین iPod Touch نسل چهارم است.,0,0,neutral,neutral,True,0,0,123,25,correct,correct
7491,وای عجب گوشی هستش من ازش خوشم اومده حتما یکی ازش میخرم هم ارزونه هم اینکه همه جور امکاناتی داره خیلی هم خوشکله,1,2,positive,very_positive,False,1,1,110,23,adjacent_class_error,predicted_more_positive
5765,این هم ویژگی جالبی است.,1,1,positive,positive,True,0,0,23,5,correct,correct
8725,اگر خواهان خرید گوشی تا در این رنج قیمت هستید در خرید آن هیچ شکی نکنید و فوق العادست.,1,2,positive,very_positive,False,1,1,85,19,adjacent_class_error,predicted_more_positive
8292,طراحی خوبی داره,1,1,positive,positive,True,0,0,15,3,correct,correct
10996,دوستان چرا همه با نیو آیپد مقایسه میکنن ممنون میشم با یک آندروییدی هم قیمت خودش هم مقایسه کنید مثل infinity من قصد خرید t700 دارم به این دلایل صفحه FHD که طبق تست های انجام شده کنتراست بیشتری نسبت به نیو آیپد داشته یعنی کیفیت تصویر بهتر cpu tegra 3 با فرکانس 1.6 یعنی سریع ترین تبلت آندرویید در حال حاضر و همینطور یک cpu تک هسته ایی همراه داشتن داک ولی تنها کمبودی که داره پشتیبانی نکردن از سیم کارت که با hotspot مشکلش حل میشه و اینکه چند برنامه همزمان باز نمیشه ((مولتی تسک داره ولی چند برنامه نمیشه همزمان کار کرد باهاشون)),1,1,positive,positive,True,0,0,526,106,correct,correct
7935,دوربینHTC در سری گوشی‌های One خود، یک پردازشگر به نام ImageChip قرار داده است که وظیفه انجام محاسبات مربوط به دوربین گوشی را بر عهده دارد.,0,0,neutral,neutral,True,0,0,138,26,correct,correct
725,البته تو سری های مختلف از مارک های مختلف که بدنه فلزی داشتن هم این مشکل وجود داشته ولی به هرحال شاید نشه اون رو یه مشکل دونست.,0,0,neutral,neutral,True,0,0,126,28,correct,correct
996,طبق استانداردهای CIPA نیز باتری لیتیوم-یونی این دوربین توانایی پشتیبانی برای گرفتن تا 330 شات را دارد.,0,0,neutral,neutral,True,0,0,102,17,correct,correct
9440,• نرم افزاروجود سیستم عامل اندروید نسخه 4 در این گوشی، به کاربر این امکان را می‌دهد که اکثر برنامه های موجود برای سیستم عامل اندروید را نصب و استفاده نماید.,1,0,positive,neutral,False,-1,1,156,31,adjacent_class_error,predicted_more_negative
6486,عالی بود,2,2,very_positive,very_positive,True,0,0,8,2,correct,correct
7493,این گوشی حتی نسبت به لومیا 820 نیز لبه های گرد تری دارد که به نظر می‌رسد ظاهر آن‌را جوانانه تر نماید.,1,0,positive,neutral,False,-1,1,101,22,adjacent_class_error,predicted_more_negative
9550,(۱٫۵×۱٫۴=۲٫۱).,0,0,neutral,neutral,True,0,0,14,1,correct,correct
11888,بعلاوه از فن‌آوری لمسی خازنی بهره می‌برد.,1,1,positive,positive,True,0,0,41,7,correct,correct
10782,خیلی کم چیزی کمتر از 1 استاپ.,1,-1,positive,negative,False,-2,2,29,7,distant_class_error,predicted_more_negative
1960,همینطور اپل برتری های دیگه ای هم نسبت به گوشیهای اندرویدی داره اما یه سری برتری ها هم اندرویدی ها نسبت به اپل دارن مثلا باید واقع بین باشیم که تو کشور ما نمیشه از حتی 80%امکانات نرم افزاری اپل استفاده کرد اما تقریبا بسادگی میشه از 100%امکانات گوشیهای اندرویدی لذت برد.,0,-1,neutral,negative,False,-1,1,268,52,adjacent_class_error,predicted_more_negative
12183,اتفاقا به همان صورت جایگاه باتری و کارت حافظه در یک جا می باشد.,0,0,neutral,neutral,True,0,0,63,14,correct,correct
3868,سنسور تصویر از همان سنسورهای 1/2.3 اینچی کوچک است که بر روی دوربین‌های این رده استفاده می‌شود.,0,0,neutral,neutral,True,0,0,94,17,correct,correct
10502,بدون هیچ ضعفی هست من دارم وراضیم صداش یکم ضعیفه.,1,1,positive,positive,True,0,0,48,10,correct,correct
2973,یعنی gprs و edge.,0,1,neutral,positive,False,1,1,17,4,adjacent_class_error,predicted_more_positive
8520,البته اگر صحنه‌ای که از آن در حال فیلم برداری هستید دارای سوژه هایی واضح در قسمت پس زمینه و پیش زمینه باشد، اثر سه بعدی خیلی بهتر دیده می‌شود.,1,2,positive,very_positive,False,1,1,142,30,adjacent_class_error,predicted_more_positive
3379,در کل، یکی از مواردی که در مورد گوشی‌های رده بالای HTC برای ما عجیب به نظر می‌رسد، عدم استفاده این کمپانی از صفحه نمایش‌های SuperAMOLED می‌باشد.,0,-1,neutral,negative,False,-1,1,144,27,adjacent_class_error,predicted_more_negative
2079,اینها تمام مواردی بود که از گوشی های سونی اریکسون ، سونی و گلکسی های سامسونگ دیده ام.,0,0,neutral,neutral,True,0,0,85,18,correct,correct
5102,در صورتی که جدیدترین میان‌افزار درایو LG ورژن ۲٫۴ می‌باشد.,0,0,neutral,neutral,True,0,0,58,10,correct,correct
11433,صدای مکالمه و اسپیکر هم عالیه.,2,2,very_positive,very_positive,True,0,0,30,6,correct,correct
10365,M500 مجهز به لنز با توانایی زوم 10 برابر است.,1,0,positive,neutral,False,-1,1,45,10,adjacent_class_error,predicted_more_negative
2517,وب کم این نوت‌بوک‌ها رزولوشن VGA را ارایه می‌دهد که رزولوشن چندان بالایی نیست ولی به هر صورت برای مکالمه‌های ویدیویی مناسب است.,1,1,positive,positive,True,0,0,127,23,correct,correct
1144,بعد از دو روز به دستم رسید.,0,0,neutral,neutral,True,0,0,27,7,correct,correct
5676,GALAXY Tab 2 10.1 را نمی‌توان یک جانشین مناسب برای تبلت معروف GALAXY Tab 10.1 دانست.,-1,0,negative,neutral,False,1,1,84,16,adjacent_class_error,predicted_more_positive
3913,در آینده و با به بازار آمدن این دوربین، سعی می‌کنیم که آپدیت هایی بر روی این نقد و بررسی داشته باشیم.,0,0,neutral,neutral,True,0,0,101,22,correct,correct
4055,امیدوارم تو انتخابتون کمک کرده باشم,0,0,neutral,neutral,True,0,0,35,6,correct,correct
9041,چقدر شبیه سری سونی آلفا نکسه این!,0,0,neutral,neutral,True,0,0,33,7,correct,correct
9919,هرچند که اپل از گفتن این موضوع امتناء کرده، ولی این پردازنده بر روی iPhone 4s با سرعت ساعتی 800 مگاهرتز کار می‌کند و این در حالی است که سرعت ساعتی آن بر روی iPad 2 همان 1 گیگاهرتز بود.,0,0,neutral,neutral,True,0,0,184,40,correct,correct
11171,:|,0,0,neutral,neutral,True,0,0,2,1,correct,correct
4581,"کیفیت صفحه نمایشش فوق العاده است,سرعت cpu خیلی بالاست و اصلا کم نمیاره,خوش دست و ظریفه و هم چنین محکم.",2,2,very_positive,very_positive,True,0,0,102,20,correct,correct
10053,این بلندگوها که با همکاری کمپانی Altec Lansing ساخته شده اند، کیفیت صدایی کاملا رضایت بخش ارائه می دهند.,1,2,positive,very_positive,False,1,1,104,19,adjacent_class_error,predicted_more_positive
5169,باعرض سلام خدمت گیمرهای عزیز میخواستم چند نکته درمورد xbox 360 و ps3 به حضورتان برسانم!,0,0,neutral,neutral,True,0,0,87,16,correct,correct
7580,کلا گوشی خوبیه .,1,1,positive,positive,True,0,0,16,4,correct,correct
9040,چه جالب !,1,1,positive,positive,True,0,0,9,3,correct,correct
937,تا چه حد موفق بوده اید؟,0,0,neutral,neutral,True,0,0,23,6,correct,correct
11493,ظاهر گوشی بسیار زیباست و پشت آن همانند گوشی LG Optimus G به یک بافت هولوگرافیک مزین شده است که ظاهر فوق‌العاده زیبایی به آن داده است.,2,2,very_positive,very_positive,True,0,0,133,27,correct,correct
2947,منم گرفتم این تبلتو ولی یه مشکلی داشت فرستادم شرکت هماهنگ واسه گارانتیش ولی الان بیست روزه هی امروز و فردا میکنن.,0,0,neutral,neutral,True,0,0,113,22,correct,correct
11907,• کننده رسانه - پخش فیلم با کیفیت فول اچ دی و زیرنویس فارسی دیگر نیاز نیست برای مشاهده فیلم‌های HD و Full HD الزاما از کامپیوتر و یا نوت‌بوک استفاده نمایید .,0,0,neutral,neutral,True,0,0,157,33,correct,correct
10315,فضا برای نصب نرم افزار زیاد داره و تاچش هم خیلی خوبه .,1,2,positive,very_positive,False,1,1,54,13,adjacent_class_error,predicted_more_positive
8301,در خریدش شک نکنید حتی الان که از تولیدش گذشته فقط بگم گارانتی یاس بهترین گارانتی موجوده (یاس همون ارین جدیده) قیمت دی جی کالا فرقی با بیرون نداره واقعا هم مطمئن هستش از اینجا بخرید شک نکنید.,1,1,positive,positive,True,0,0,190,38,correct,correct
11634,خیلی گوشی خوبیه از همه لحاظ راحت روت میشه و کاستوم رام هاروهم بدون هنگ کردن ساپورت میکنه و خوش دسته و.,2,1,very_positive,positive,False,-1,1,102,22,adjacent_class_error,predicted_more_negative
10110,کیفیت اسکن عکس های رنگی هم خیلی خوب است ولی همچنان همان مشکل در رنگ خاکستری به چشم می خورد.,-1,2,negative,very_positive,False,3,3,91,20,distant_class_error,predicted_more_positive
10853,) با این تبلت بسیار لذت خواهند برد و از داشتنش پشیمون نخواهند شد.,2,2,very_positive,very_positive,True,0,0,65,14,correct,correct
9539,برای مثال شرکت موتورولا در حال حاضر ۳ تلفن دارد که ضخامت آنها کمتر از آیفون 5 است.,0,0,neutral,neutral,True,0,0,82,18,correct,correct
8002,من هم ۱۰ روزی می‌شه که این دوربینو خریدم.,0,1,neutral,positive,False,1,1,41,9,adjacent_class_error,predicted_more_positive
4843,ایکس باکس 360 الایت از پی اس 3 خیلی بهتر و به صرفه تره,2,1,very_positive,positive,False,-1,1,54,14,adjacent_class_error,predicted_more_negative
5687,حرف نداره.,1,2,positive,very_positive,False,1,1,10,2,adjacent_class_error,predicted_more_positive
7055,واقعا متفاوت .,1,2,positive,very_positive,False,1,1,14,3,adjacent_class_error,predicted_more_positive
2225,این سیستم عامل به خودی خود، پیشرفت‌های زیادی نسبت به نسخه‌های پیشین داشته است و HTC با قرار دادن جدیدترین رابط کاربری خود با نام Sense 4 Plus این بهبودها را دو چندان کرده است.,1,2,positive,very_positive,False,1,1,175,35,adjacent_class_error,predicted_more_positive
6317,اصلا طرح هاشون متنوع نیست!,-1,-1,negative,negative,True,0,0,26,5,correct,correct
262,به نظر من یه پردازنده ی دو هسته ای با دوربین 12 و یک صفحه ی مناسب 4.55 اینچی خیلی خیلی با این قیمتی که الان تو بازار داریم مناسبه !,1,2,positive,very_positive,False,1,1,131,31,adjacent_class_error,predicted_more_positive
6492,بهترین وسیله برای نگه داشتن بکاپ با امنیت بالا با استفاده از نرم افزاری که تو خودش داره.,2,2,very_positive,very_positive,True,0,0,88,18,correct,correct
1222,رنگ بندی زیبا و درخشان آن به راستی کاربر را هیجان زده می‌نماید.,1,1,positive,positive,True,0,0,63,13,correct,correct
12749,از دیدن دکمه‌ی شاتر خرسند شدیم چرا که اخیرا شاهد حذف شدن تدریجی آن‌ها بر روی گوشی‌های با نمایشگر لمسی بوده‌ایم.,1,0,positive,neutral,False,-1,1,111,21,adjacent_class_error,predicted_more_negative
7742,کیفیت ساخت اپل رو که همه میدونن.,0,0,neutral,neutral,True,0,0,32,7,correct,correct
9667,با دوربین 8.,0,0,neutral,neutral,True,0,0,12,3,correct,correct
12704,نسبت به قیمتش واقعا بی رقیبه امکاناته بالایی داره فقط ای کاش خوشگلتر بود,1,1,positive,positive,True,0,0,72,14,correct,correct
7960,که البته SX50 و..,0,0,neutral,neutral,True,0,0,17,4,correct,correct
445,در کل، می‌توان گفت که صفحه نمایش لومیا 620 به دلیل عملکرد بسیار خوب یکی از مزایای آن محسوب می‌گردد.,2,2,very_positive,very_positive,True,0,0,99,20,correct,correct
3477,"کارتریج‌های این دستگاه عبارتند از:PG-440, CL-441 (Optional)PG-440XL, CL-441XL.",0,0,neutral,neutral,True,0,0,78,8,correct,correct
10270,با سلام خدمت دوستان:عزیزانی که در خرید این گوشی شک دارن باید بگم من جیو داشتم از اون خوشم نیومد لایو گرفتم .,1,0,positive,neutral,False,-1,1,108,23,adjacent_class_error,predicted_more_negative
2884,در سمت چپ Infinity، پورت 3.5 میلی‌متری هدفون، شیار microSD و خروجی microHDMI و در انتهای این لبه، کلید پاور قرار دارد.,0,0,neutral,neutral,True,0,0,118,22,correct,correct
1529,و یا همزمان با مطالعه، در اینترنت هم گشت و گذار و جستجو نمایید .,0,0,neutral,neutral,True,0,0,64,15,correct,correct
12782,من از اسمارتفون های زیادی استفاده کردم ولی باید گفت این یه چیز دیگه هست.,1,0,positive,neutral,False,-1,1,72,15,adjacent_class_error,predicted_more_negative
3292,لپ تاپی در حد انتظار از یک لپ تاپ ارزان قیمت خیلی خوبه .,1,1,positive,positive,True,0,0,56,14,correct,correct
4222,امروز این گوشی به دستم رسید.,0,0,neutral,neutral,True,0,0,28,6,correct,correct
11616,اگرچه جنس بدنه Google Nexus 7 از پلاستیک ساخته شده است اما بسیار مقاوم و باکیفیت به نظر می‌رسد و به دلیل شکل کاملا مستطیلی آن، به راحتی می‌توان با یک دست با آن کار کرد.,2,1,very_positive,positive,False,-1,1,168,36,adjacent_class_error,predicted_more_negative
4124,این بدان معنا است که قیمت آن شما را متعجب خواهد ساخت.,1,0,positive,neutral,False,-1,1,53,12,adjacent_class_error,predicted_more_negative
7388,با توجه به قیمت مناسب دستگاه، قابلیت‌ها و امکانات دستگاه بسیار رضایت بخش است.,1,2,positive,very_positive,False,1,1,77,14,adjacent_class_error,predicted_more_positive
12913,4- منوی کاربری دستگاه اشکالات سابق گوشی هایی چون X1 را ندارد؛ به عنوان مثال می توانید نام و نام خانوادگی فارسی طولانی را در دفترچه تلفن ثبت کنید.,1,0,positive,neutral,False,-1,1,145,29,adjacent_class_error,predicted_more_negative
11526,این چیپ، پردازنده چهارهسته ای Krait با فرکانس 1.5 گیگاهرتز و پردازشگر گرافیکی Adreno 320 را پشتیبانی می‌کند.,0,1,neutral,positive,False,1,1,108,18,adjacent_class_error,predicted_more_positive
772,طراحی و ساخت گوشی Desire SV از جنس پلاستیک ساخته شده است و طراحی جمع و جور، گوشه های انحنا دار و ابعاد مناسب این گوشی موجب می‌شود که استفاده از آن تنها با یک دست نیز امکان پذیر باشد.,1,1,positive,positive,True,0,0,182,40,correct,correct
643,تمامی بازی های جدیدو توش راحت بازی کردم .,1,1,positive,positive,True,0,0,41,9,correct,correct
3807,با محتواها و قابلیت‌های بهبود یافته تجربه مشاهده هوشمندانه‌تری داشته باشید با سه سرویس انحصاری و جدید سامسونگ – برنامه‌های کاربردی برای سرگرمی کودکان - Kids، برنامه‌های کاربردی برای تندرستی – Fitness و برنامه‌های کاربردی برای خانواده - Family Story – وارد دنیای سرگرمی‌های آنلاین شده و از محتواهای ارتقا یافته جدید آنها بهره‌مند شوید.,1,0,positive,neutral,False,-1,1,334,55,adjacent_class_error,predicted_more_negative
4359,- البته کاملا بی نقص کار می کنه حتی تاچش.,1,1,positive,positive,True,0,0,41,10,correct,correct
9940,شما می‌توانید هر سوالی را که خواستید به صورت کلامی و شفاهی (به زبان انگلیسی) از گوشی بپرسید و جواب آن را دریافت نمایید.,0,0,neutral,neutral,True,0,0,119,24,correct,correct
10556,اما متاسفانه کیفیت فیلم برداری این دوربین VGA و ضعیف است و اصلا جایی برای دفاع باقی نمی‌گذارد.,-2,-1,very_negative,negative,False,1,1,94,18,adjacent_class_error,predicted_more_positive
7472,البته طراحی و ساخت جمع و جور و سبک CX190 یکی از جذابیت‌های آن می‌باشد ولی وقتی آن را در دست می‌گیرید مقداری پلاستیکی و غیر محکم به نظر می‌رسد.,-1,1,negative,positive,False,2,2,142,30,distant_class_error,predicted_more_positive
6620,مثلا وقتی دوربین را بر روی مود Smart Auto می‌گذارید، به صورت خودکار توانایی نوع صحنه، میزان نور محیط و دیگر پارامترها را دارد تا تنظیمات را بر روی بهترین حالت قرار دهد تا با کیفیت ترین تصویر بدست آید.,0,1,neutral,positive,False,1,1,200,40,adjacent_class_error,predicted_more_positive
5959,همچنین این دوربین مود عکاسی 3D یا سه بعدی هم دارد.,0,0,neutral,neutral,True,0,0,50,11,correct,correct
