index,sid,text,normalized_text,polarity,file
110,-,با وجود این نسبت تصویر، در هنگام خواندن متون و مرورگری اینترنت لذت فراوانی خواهید برد.,با وجود این نسبت تصویر، در هنگام خواندن متون و مرورگری اینترنت لذت فراوانی خواهید برد.,1,data/extra/LG Optimus Vu P895_Hosseini.xml
22,rev-23,با وجود این نسبت تصویر، در هنگام خواندن متون و مرورگری اینترنت لذت فراوانی خواهید برد.,با وجود این نسبت تصویر، در هنگام خواندن متون و مرورگری اینترنت لذت فراوانی خواهید برد.,1,data/main/LG Optimus Vu P895.xml
2267,-,با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.,با وجود این، رنگ های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی، کاملاً رضایت بخش است.,2,data/extra/Acer Aspire E1-531-B9602G50Maks_Hosseini.xml
12,rev-13,با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.,با وجود این، رنگ های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی، کاملاً رضایت بخش است.,2,data/main/Acer Aspire E1-531-B9602G50Maks.xml
2314,-,با وجود سیستم عامل اندروید،  قادر خواهید بود از هزاران برنامه موجود برای این سیستم عامل استفاده نمایید.,با وجود سیستم عامل اندروید، قادر خواهید بود از هزاران برنامه موجود برای این سیستم عامل استفاده نمایید.,0,data/extra/LG Optimus True HD LTE P936_Hosseini.xml
19,rev-20,با وجود سیستم عامل اندروید،  قادر خواهید بود از هزاران برنامه موجود برای این سیستم عامل استفاده نمایید.,با وجود سیستم عامل اندروید، قادر خواهید بود از هزاران برنامه موجود برای این سیستم عامل استفاده نمایید.,0,data/main/LG Optimus True HD LTE P936.xml
12809,-,با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد،  مشکلی برای مشاهده فیلم‌ها و بازی‌های فلش نخواهید داشت.,با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد، مشکلی برای مشاهده فیلم ها و بازی های فلش نخواهید داشت.,1,data/extra/Huawei MediaPad 10 FHD - 16GB_Hosseini.xml
33,rev-34,با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد،  مشکلی برای مشاهده فیلم‌ها و بازی‌های فلش نخواهید داشت.,با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد، مشکلی برای مشاهده فیلم ها و بازی های فلش نخواهید داشت.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml
7194,-,با چنین پردازنده قدرتمندی،  اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,با چنین پردازنده قدرتمندی، اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,2,data/extra/Sony Xperia Ion_Hosseini.xml
16,rev-17,با چنین پردازنده قدرتمندی،  اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,با چنین پردازنده قدرتمندی، اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,2,data/main/Sony Xperia Ion.xml
2322,-,باتری True HD یک باتری لیتیومی 1830 میلی آمپریست که به نظر می‌رسد برای این گوشی مقداری کم باشد.,باتری True HD یک باتری لیتیومی 1830 میلی آمپریست که به نظر می رسد برای این گوشی مقداری کم باشد.,-1,data/extra/LG Optimus True HD LTE P936_Hosseini.xml
27,rev-28,باتری True HD یک باتری لیتیومی 1830 میلی آمپریست که به نظر می‌رسد برای این گوشی مقداری کم باشد.,باتری True HD یک باتری لیتیومی 1830 میلی آمپریست که به نظر می رسد برای این گوشی مقداری کم باشد.,-1,data/main/LG Optimus True HD LTE P936.xml
6458,-,باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می‌شود که دارای ظرفیت 1650 میلی آمپر است.,باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می شود که دارای ظرفیت 1650 میلی آمپر است.,0,data/extra/HTC Desire SV_Hosseini.xml
36,rev-37,باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می‌شود که دارای ظرفیت 1650 میلی آمپر است.,باتری انرژی مورد نیاز برای این دستگاه توسط یک باتری لیتیوم یونی تامین می شود که دارای ظرفیت 1650 میلی آمپر است.,0,data/main/HTC Desire SV.xml
3432,-,باتری این گوشی انرژی لازم خود را از یک باتری 1800 میلی آمپری تامین می‌نماید.,باتری این گوشی انرژی لازم خود را از یک باتری 1800 میلی آمپری تامین می نماید.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
52,rev-53,باتری این گوشی انرژی لازم خود را از یک باتری 1800 میلی آمپری تامین می‌نماید.,باتری این گوشی انرژی لازم خود را از یک باتری 1800 میلی آمپری تامین می نماید.,0,data/main/HTC Windows Phone 8X.xml
1475,-,باتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل‌های 820 و 920 بسیار ضعیف‌تر است،  با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می‌نماید.,باتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل های 820 و 920 بسیار ضعیف تر است، با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می نماید.,-1,data/extra/Nokia Lumia 620_Hosseini.xml
44,rev-45,باتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل‌های 820 و 920 بسیار ضعیف‌تر است،  با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می‌نماید.,باتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل های 820 و 920 بسیار ضعیف تر است، با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می نماید.,-1,data/main/Nokia Lumia 620.xml
13290,-,باتری با وجود تمام سخت افزارهای فوق‌العاده به کار رفته شده در Retina MacBook Pro،  انتظار می‌رفت که باتری آن نتواند شارژ دهی خیلی بالایی داشته باشد ولی در عمل خلاف این امر ثابت شد.,باتری با وجود تمام سخت افزارهای فوق العاده به کار رفته شده در Retina MacBook Pro، انتظار می رفت که باتری آن نتواند شارژ دهی خیلی بالایی داشته باشد ولی در عمل خلاف این امر ثابت شد.,1,data/extra/Apple MacBook Pro With Retina Display-B_Hosseini.xml
52,rev-53,باتری با وجود تمام سخت افزارهای فوق‌العاده به کار رفته شده در Retina MacBook Pro،  انتظار می‌رفت که باتری آن نتواند شارژ دهی خیلی بالایی داشته باشد ولی در عمل خلاف این امر ثابت شد.,باتری با وجود تمام سخت افزارهای فوق العاده به کار رفته شده در Retina MacBook Pro، انتظار می رفت که باتری آن نتواند شارژ دهی خیلی بالایی داشته باشد ولی در عمل خلاف این امر ثابت شد.,1,data/main/Apple MacBook Pro With Retina Display-B.xml
151,-,باتری باتری موجود بر روی Optimus VU یک باتری 2100 میلی آمپر ساعتی لیتیوم یونی می‌باشد.,باتری باتری موجود بر روی Optimus VU یک باتری 2100 میلی آمپر ساعتی لیتیوم یونی می باشد.,0,data/extra/LG Optimus Vu P895_Hosseini.xml
63,rev-64,باتری باتری موجود بر روی Optimus VU یک باتری 2100 میلی آمپر ساعتی لیتیوم یونی می‌باشد.,باتری باتری موجود بر روی Optimus VU یک باتری 2100 میلی آمپر ساعتی لیتیوم یونی می باشد.,0,data/main/LG Optimus Vu P895.xml
11294,-,باتری باتری موجود بر روی این گوشی یک باتری لیتیوم یونی 2100 میلی آمپر-ساعتی است که برای یک گوشی در این سطح باتری نسبتا مناسبی است.,باتری باتری موجود بر روی این گوشی یک باتری لیتیوم یونی 2100 میلی آمپر-ساعتی است که برای یک گوشی در این سطح باتری نسبتا مناسبی است.,1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
51,rev-52,باتری باتری موجود بر روی این گوشی یک باتری لیتیوم یونی 2100 میلی آمپر-ساعتی است که برای یک گوشی در این سطح باتری نسبتا مناسبی است.,باتری باتری موجود بر روی این گوشی یک باتری لیتیوم یونی 2100 میلی آمپر-ساعتی است که برای یک گوشی در این سطح باتری نسبتا مناسبی است.,1,data/main/Samsung I9082 Galaxy Grand Duos.xml
347,-,باتری طول عمر باتری در شرایط مختلف متفاوت است.,باتری طول عمر باتری در شرایط مختلف متفاوت است.,0,data/extra/GS-Pad GSP-X7_Hosseini.xml
17,rev-18,باتری طول عمر باتری در شرایط مختلف متفاوت است.,باتری طول عمر باتری در شرایط مختلف متفاوت است.,0,data/main/GS-Pad GSP-X7.xml
2547,-,باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.,باتری لیتیومی این دوربین در یک بار شارژ کامل می تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml
21,rev-22,باتری لیتیومی این دوربین در یک بار شارژ کامل می‌تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.,باتری لیتیومی این دوربین در یک بار شارژ کامل می تواند برای گرفتن تا 450 عکس را پشتیبانی کند و این در حالیست که باتری HX100v تنها توانایی گرفتن تا 300 عکس را داشت.,1,data/main/Sony Cyber-Shot DSC-HX200V.xml
349,-,باتری موجود در این تبلت 3000 میلی‌آمپری بوده و قابلیت شارژدهی 7 الی 8 ساعت را دارد که متناسب با ساعت حضور دانش‌آموزان در کلاس درس می‌باشد.,باتری موجود در این تبلت 3000 میلی آمپری بوده و قابلیت شارژدهی 7 الی 8 ساعت را دارد که متناسب با ساعت حضور دانش آموزان در کلاس درس می باشد.,0,data/extra/GS-Pad GSP-X7_Hosseini.xml
19,rev-20,باتری موجود در این تبلت 3000 میلی‌آمپری بوده و قابلیت شارژدهی 7 الی 8 ساعت را دارد که متناسب با ساعت حضور دانش‌آموزان در کلاس درس می‌باشد.,باتری موجود در این تبلت 3000 میلی آمپری بوده و قابلیت شارژدهی 7 الی 8 ساعت را دارد که متناسب با ساعت حضور دانش آموزان در کلاس درس می باشد.,0,data/main/GS-Pad GSP-X7.xml
13128,-,باتری پس از باتری قدرتمند Transformer Prime،  انتظار بسیار زیادی از باتری TF700 داشتیم.,باتری پس از باتری قدرتمند Transformer Prime، انتظار بسیار زیادی از باتری TF700 داشتیم.,0,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
56,rev-57,باتری پس از باتری قدرتمند Transformer Prime،  انتظار بسیار زیادی از باتری TF700 داشتیم.,باتری پس از باتری قدرتمند Transformer Prime، انتظار بسیار زیادی از باتری TF700 داشتیم.,0,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
12071,-,"باز هم طبق روال،  این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P,A,S,M را دارا می باشد.","باز هم طبق روال، این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P,A,S,M را دارا می باشد.",1,data/extra/Nikon Coolpix P7700_Hosseini.xml
33,rev-34,"باز هم طبق روال،  این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P,A,S,M را دارا می باشد.","باز هم طبق روال، این دوربین دارای همه ی مودهای عکاسی از مود کاملا اتوماتیک خودکار هوشمند گرفته تا مودهای دستی P,A,S,M را دارا می باشد.",1,data/main/Nikon Coolpix P7700.xml
1190,-,باز هم ممنونم از فروشگاه آنلاين ديجي کالا که کمک مي کنه مشتريان اطلاع رساني کنند.,باز هم ممنونم از فروشگاه آنلاین دیجی کالا که کمک می کنه مشتریان اطلاع رسانی کنند.,0,data/extra/Samsung Plasma PS51E4950_Hosseini.xml
5,gr-14-6,باز هم ممنونم از فروشگاه آنلاين ديجي کالا که کمک مي کنه مشتريان اطلاع رساني کنند.,باز هم ممنونم از فروشگاه آنلاین دیجی کالا که کمک می کنه مشتریان اطلاع رسانی کنند.,0,data/main/Samsung Plasma PS51E4950.xml
127,-,باز کردن قفل صفحه نمایش به زیبایی هر چه تمام‌تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می‌پذیرد که کاملا منحصر به ال جی است.,باز کردن قفل صفحه نمایش به زیبایی هر چه تمام تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می پذیرد که کاملا منحصر به ال جی است.,1,data/extra/LG Optimus Vu P895_Hosseini.xml
39,rev-40,باز کردن قفل صفحه نمایش به زیبایی هر چه تمام‌تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می‌پذیرد که کاملا منحصر به ال جی است.,باز کردن قفل صفحه نمایش به زیبایی هر چه تمام تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می پذیرد که کاملا منحصر به ال جی است.,1,data/main/LG Optimus Vu P895.xml
9629,-,بازه ای که در آن نوت‌بوک های فوق‌العاده ای مانند سونی سری EH قرار دارند.,بازه ای که در آن نوت بوک های فوق العاده ای مانند سونی سری EH قرار دارند.,0,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml
42,rev-43,بازه ای که در آن نوت‌بوک های فوق‌العاده ای مانند سونی سری EH قرار دارند.,بازه ای که در آن نوت بوک های فوق العاده ای مانند سونی سری EH قرار دارند.,0,data/main/IBM Lenovo Essential G580-J.xml
11323,-,باسلام من تبلت اپل هم داشته ام اما تبلت سامسونگ با سيستم عامل اندرويد عاليه چون اين سيستم عامل کارايي سريع و آسان را در اختيار ما گذاشته ريختن نرم افزارها راحت و سريع بوده اين تبلت براي مطالعه عاليست,باسلام من تبلت اپل هم داشته ام اما تبلت سامسونگ با سیستم عامل اندروید عالیه چون این سیستم عامل کارایی سریع و آسان را در اختیار ما گذاشته ریختن نرم افزارها راحت و سریع بوده این تبلت برای مطالعه عالیست,2,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
0,gr-13-1,"باسلام
من تبلت اپل هم داشته ام اما تبلت سامسونگ با سيستم عامل اندرويد عاليه
چون اين سيستم عامل کارايي سريع و آسان را در اختيار ما گذاشته
ريختن نرم افزارها راحت و سريع بوده
اين تبلت براي مطالعه عاليست",باسلام من تبلت اپل هم داشته ام اما تبلت سامسونگ با سیستم عامل اندروید عالیه چون این سیستم عامل کارایی سریع و آسان را در اختیار ما گذاشته ریختن نرم افزارها راحت و سریع بوده این تبلت برای مطالعه عالیست,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
1178,-,باشيد و همين طور بي دليل روشن نذاريد باشه,باشید و همین طور بی دلیل روشن نذارید باشه,0,data/extra/Samsung Plasma PS51E4950_Hosseini.xml
1,gr-10-2,باشيد و همين طور بي دليل روشن نذاريد باشه,باشید و همین طور بی دلیل روشن نذارید باشه,0,data/main/Samsung Plasma PS51E4950.xml
10974,-,باید اذعان داشت که با توجه به قیمت این مدل،  سخت افزار بسیار خوبی در Asha 302 قرار داده شده است.,باید اذعان داشت که با توجه به قیمت این مدل، سخت افزار بسیار خوبی در Asha 302 قرار داده شده است.,1,data/extra/Nokia Asha 302_Hosseini.xml
13,rev-14,باید اذعان داشت که با توجه به قیمت این مدل،  سخت افزار بسیار خوبی در Asha 302 قرار داده شده است.,باید اذعان داشت که با توجه به قیمت این مدل، سخت افزار بسیار خوبی در Asha 302 قرار داده شده است.,1,data/main/Nokia Asha 302.xml
1915,-,بجز اين هيچ mp3 player اي نخرين چون اپل بهترينه.,بجز این هیچ mp3 player ای نخرین چون اپل بهترینه.,2,data/extra/Apple Ipod Shuffle_Hosseini.xml
0,gr-3-1,بجز اين هيچ mp3 player اي نخرين چون اپل بهترينه.,بجز این هیچ mp3 player ای نخرین چون اپل بهترینه.,2,data/main/Apple Ipod Shuffle.xml
2258,-,بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می‌کنند.,بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می کنند.,2,data/extra/Acer Aspire E1-531-B9602G50Maks_Hosseini.xml
3,rev-4,بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می‌کنند.,بخش استراحتگاه مچ دست بزرگ و کاملاً صاف بوده و فضای کافی را برای مچ دستان فراهم می کنند.,2,data/main/Acer Aspire E1-531-B9602G50Maks.xml
2697,-,بخش اول مدل‌های ارزان‌تر هستند که از پردازشگرهای آنبرد Intel HD سری‌های 3000 و 4000 استفاده می‌کنند.,بخش اول مدل های ارزان تر هستند که از پردازشگرهای آنبرد Intel HD سری های 3000 و 4000 استفاده می کنند.,0,data/extra/HP ProBook 4540s-A_Hosseini.xml
34,rev-35,بخش اول مدل‌های ارزان‌تر هستند که از پردازشگرهای آنبرد Intel HD سری‌های 3000 و 4000 استفاده می‌کنند.,بخش اول مدل های ارزان تر هستند که از پردازشگرهای آنبرد Intel HD سری های 3000 و 4000 استفاده می کنند.,0,data/main/HP_ProBook_4540s-A.xml
5431,-,بدست که ميگيري حس حرفه‌ايه عکاسي بهت دست ميده مخصوصا وقتي از چشميش استفاده ميکني.,بدست که میگیری حس حرفه ایه عکاسی بهت دست میده مخصوصا وقتی از چشمیش استفاده میکنی.,1,data/extra/Fujifilm Finepix S3200.xml
1729,-,بدست که ميگيري حس حرفه ايه عکاسي بهت دست ميده مخصوصا وقتي از چشميش استفاده ميکني.,بدست که میگیری حس حرفه ایه عکاسی بهت دست میده مخصوصا وقتی از چشمیش استفاده میکنی.,1,data/extra/Fujifilm Finepix S3200_Hosseini.xml
1,gr-30-2,بدست که ميگيري حس حرفه ايه عکاسي بهت دست ميده مخصوصا وقتي از چشميش استفاده ميکني.,بدست که میگیری حس حرفه ایه عکاسی بهت دست میده مخصوصا وقتی از چشمیش استفاده میکنی.,1,data/main/Fujifilm Finepix S3200.xml
3991,-,بدنه Sony S مانند گُوه،  یک حالت شیب داری دارد به همین دلیل وقتی آنرا روی میز قرار میدهید،  به راحتی قابل استفاده است.,بدنه Sony S مانند گُوه، یک حالت شیب داری دارد به همین دلیل وقتی آنرا روی میز قرار میدهید، به راحتی قابل استفاده است.,1,data/extra/Sony S - 16GB_Hosseini.xml
7,rev-8,بدنه Sony S مانند گُوه،  یک حالت شیب داری دارد به همین دلیل وقتی آنرا روی میز قرار میدهید،  به راحتی قابل استفاده است.,بدنه Sony S مانند گُوه، یک حالت شیب داری دارد به همین دلیل وقتی آنرا روی میز قرار میدهید، به راحتی قابل استفاده است.,1,data/main/Sony S - 16GB.xml
2707,-,بدنه از فلز خش دار مشکی رنگ ساخته شده و فوق‌العاده شیک می‌باشد.,بدنه از فلز خش دار مشکی رنگ ساخته شده و فوق العاده شیک می باشد.,2,data/extra/Samsung DV300F_Hosseini.xml
2,rev-3,بدنه از فلز خش دار مشکی رنگ ساخته شده و فوق‌العاده شیک می‌باشد.,بدنه از فلز خش دار مشکی رنگ ساخته شده و فوق العاده شیک می باشد.,2,data/main/Samsung DV300F.xml
3384,-,بدنه این گوشی در چهار رنگ آبی،  قرمز،  زرد و البته مشکی طراحی و ساخته شده که انتخاب رنگ‌ها نیز به بهترین و جذاب‌ترین شکل صورت پذیرفته است.,بدنه این گوشی در چهار رنگ آبی، قرمز، زرد و البته مشکی طراحی و ساخته شده که انتخاب رنگ ها نیز به بهترین و جذاب ترین شکل صورت پذیرفته است.,2,data/extra/HTC Windows Phone 8X_Hosseini.xml
4,rev-5,بدنه این گوشی در چهار رنگ آبی،  قرمز،  زرد و البته مشکی طراحی و ساخته شده که انتخاب رنگ‌ها نیز به بهترین و جذاب‌ترین شکل صورت پذیرفته است.,بدنه این گوشی در چهار رنگ آبی، قرمز، زرد و البته مشکی طراحی و ساخته شده که انتخاب رنگ ها نیز به بهترین و جذاب ترین شکل صورت پذیرفته است.,2,data/main/HTC Windows Phone 8X.xml
3385,-,بدنه این گوشی نیز همانند گوشی‌های سری One این کمپانی،  از پلی کربنات ساخته شده است.,بدنه این گوشی نیز همانند گوشی های سری One این کمپانی، از پلی کربنات ساخته شده است.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
5,rev-6,بدنه این گوشی نیز همانند گوشی‌های سری One این کمپانی،  از پلی کربنات ساخته شده است.,بدنه این گوشی نیز همانند گوشی های سری One این کمپانی، از پلی کربنات ساخته شده است.,0,data/main/HTC Windows Phone 8X.xml
7187,-,بدنه خارجی فلزی آن،  کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی،  به لطف منحنی موجود در پشت آن و وزن مناسب آن،  به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,بدنه خارجی فلزی آن، کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی، به لطف منحنی موجود در پشت آن و وزن مناسب آن، به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,2,data/extra/Sony Xperia Ion_Hosseini.xml
9,rev-10,بدنه خارجی فلزی آن،  کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی،  به لطف منحنی موجود در پشت آن و وزن مناسب آن،  به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,بدنه خارجی فلزی آن، کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی، به لطف منحنی موجود در پشت آن و وزن مناسب آن، به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,2,data/main/Sony Xperia Ion.xml
368,-,بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد.,بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد.,0,data/extra/Fujifilm X-Pro1_Hosseini.xml
16,rev-17,بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد.,بدنه نیز به طور کاملا از آلیاژ آلومینیوم ساخته شده که در جای جای آن روکش چرمی قرار دارد.,0,data/main/Fujifilm X-Pro1.xml
9771,-,بدون باتری و کارت حافظه نیز حدود 175 گرم وزن دارد که کاملا چگال است و بر احساس استحکامی که به شما می‌دهد می‌افزاید.,بدون باتری و کارت حافظه نیز حدود 175 گرم وزن دارد که کاملا چگال است و بر احساس استحکامی که به شما می دهد می افزاید.,1,data/extra/(Panasonic Lumix DMC-FT3 (TS3_Hosseini.xml
25,rev-26,بدون باتری و کارت حافظه نیز حدود 175 گرم وزن دارد که کاملا چگال است و بر احساس استحکامی که به شما می‌دهد می‌افزاید.,بدون باتری و کارت حافظه نیز حدود 175 گرم وزن دارد که کاملا چگال است و بر احساس استحکامی که به شما می دهد می افزاید.,1,data/main/(Panasonic Lumix DMC-FT3 (TS3.xml
6460,-,بدون شک Desire V و برادر آن یعنی HTC Desire SV جزو بهترین گوشی‌های دو سیم کارته موجود در بازار هستند زیرا سایر آن‌ها اکثرا بسیار ساده و ابتدایی هستند.,بدون شک Desire V و برادر آن یعنی HTC Desire SV جزو بهترین گوشی های دو سیم کارته موجود در بازار هستند زیرا سایر آن ها اکثرا بسیار ساده و ابتدایی هستند.,1,data/extra/HTC Desire SV_Hosseini.xml
38,rev-39,بدون شک Desire V و برادر آن یعنی HTC Desire SV جزو بهترین گوشی‌های دو سیم کارته موجود در بازار هستند زیرا سایر آن‌ها اکثرا بسیار ساده و ابتدایی هستند.,بدون شک Desire V و برادر آن یعنی HTC Desire SV جزو بهترین گوشی های دو سیم کارته موجود در بازار هستند زیرا سایر آن ها اکثرا بسیار ساده و ابتدایی هستند.,1,data/main/HTC Desire SV.xml
11780,-,بدون شک يکي از کوچيک‌ترين هارد هاي اکسترناليه که تا حالا داشتم.,بدون شک یکی از کوچیک ترین هارد های اکسترنالیه که تا حالا داشتم.,1,data/extra/Western Digital Portable My Passport - 1TB.xml
841,-,بدون شک يکي از کوچيک ترين هارد هاي اکسترناليه که تا حالا داشتم.,بدون شک یکی از کوچیک ترین هارد های اکسترنالیه که تا حالا داشتم.,1,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-38-1,بدون شک يکي از کوچيک ترين هارد هاي اکسترناليه که تا حالا داشتم.,بدون شک یکی از کوچیک ترین هارد های اکسترنالیه که تا حالا داشتم.,1,data/main/Western Digital Portable My Passport - 1TB.xml
136,-,بدین ترتیب به محض ورود به ماشین یا محل کار و نزدیک کردن گوشی به چیپ NFC موجود،  کلیه تنظیمات گوشی مطابق میل شما تغییر خواهد کرد.,بدین ترتیب به محض ورود به ماشین یا محل کار و نزدیک کردن گوشی به چیپ NFC موجود، کلیه تنظیمات گوشی مطابق میل شما تغییر خواهد کرد.,0,data/extra/LG Optimus Vu P895_Hosseini.xml
48,rev-49,بدین ترتیب به محض ورود به ماشین یا محل کار و نزدیک کردن گوشی به چیپ NFC موجود،  کلیه تنظیمات گوشی مطابق میل شما تغییر خواهد کرد.,بدین ترتیب به محض ورود به ماشین یا محل کار و نزدیک کردن گوشی به چیپ NFC موجود، کلیه تنظیمات گوشی مطابق میل شما تغییر خواهد کرد.,0,data/main/LG Optimus Vu P895.xml
398,-,بدین ترتیب حتی می توان گفت که X-Pro1 می تواند جایگزینی بسیار مناسب و کوچک برای دوربین های DSLR عکاسان نجومی هم باشد،  چرا که کوچک و سبک بودن دوربین برای این نوع عکاسی یک امتیاز مثبت است.,بدین ترتیب حتی می توان گفت که X-Pro1 می تواند جایگزینی بسیار مناسب و کوچک برای دوربین های DSLR عکاسان نجومی هم باشد، چرا که کوچک و سبک بودن دوربین برای این نوع عکاسی یک امتیاز مثبت است.,2,data/extra/Fujifilm X-Pro1_Hosseini.xml
46,rev-47,بدین ترتیب حتی می توان گفت که X-Pro1 می تواند جایگزینی بسیار مناسب و کوچک برای دوربین های DSLR عکاسان نجومی هم باشد،  چرا که کوچک و سبک بودن دوربین برای این نوع عکاسی یک امتیاز مثبت است.,بدین ترتیب حتی می توان گفت که X-Pro1 می تواند جایگزینی بسیار مناسب و کوچک برای دوربین های DSLR عکاسان نجومی هم باشد، چرا که کوچک و سبک بودن دوربین برای این نوع عکاسی یک امتیاز مثبت است.,2,data/main/Fujifilm X-Pro1.xml
2556,-,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین‌های DSLR است.,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین های DSLR است.,0,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml
30,rev-31,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین‌های DSLR است.,بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین های DSLR است.,0,data/main/Sony Cyber-Shot DSC-HX200V.xml
2348,-,بدین ترتیب شما علاوه بر دوربین عکاسی،  دارای یک دوربین فیلم برداری خیلی خوب و با کیفیت بالا نیز خواهید بود.,بدین ترتیب شما علاوه بر دوربین عکاسی، دارای یک دوربین فیلم برداری خیلی خوب و با کیفیت بالا نیز خواهید بود.,1,data/extra/Sony Cyber-Shot DSC-W630_Hosseini.xml
7,rev-8,بدین ترتیب شما علاوه بر دوربین عکاسی،  دارای یک دوربین فیلم برداری خیلی خوب و با کیفیت بالا نیز خواهید بود.,بدین ترتیب شما علاوه بر دوربین عکاسی، دارای یک دوربین فیلم برداری خیلی خوب و با کیفیت بالا نیز خواهید بود.,1,data/main/Sony Cyber-Shot DSC-W630.xml
