index,sid,text,normalized_text,polarity,file
11847,-,باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست,باور کنید دوستان با این قیمت و این امکانات فوق العادست,1,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
0,gr-15-1,باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست,باور کنید دوستان با این قیمت و این امکانات فوق العادست,2,data/main/Huawei MediaPad 10 FHD - 16GB.xml
11532,-,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه ی نوت بوک پیدا می کنید.,1,data/extra/Asus N43SM-C_Hosseini.xml
5,rev-6,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی‌کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه‌ی نوت‌بوک پیدا می‌کنید.,بدنه به طرز عجیبی اثر انگشت را به خود جذب نمی کند و این مسئله بسیار خوب است چرا که کمتر احتیاج به تمیز کردن بدنه ی نوت بوک پیدا می کنید.,2,data/main/Asus N43SM-C.xml
8961,-,بدين معني که حداقل براي ما سه بعدي اين دستگاه غير قابل استفاده است.,بدین معنی که حداقل برای ما سه بعدی این دستگاه غیر قابل استفاده است.,-2,data/extra/Samsung LED 55ES8880.xml
1,gr-1-2,بدين معني که حداقل براي ما سه بعدي اين دستگاه غير قابل استفاده است.,بدین معنی که حداقل برای ما سه بعدی این دستگاه غیر قابل استفاده است.,-1,data/main/Samsung LED 55ES8880.xml
11330,-,بر خلاف نوشته ها ضعفي تو دوربينش نديدم تازه باطريش هم فوق العاده هست..,بر خلاف نوشته ها ضعفی تو دوربینش ندیدم تازه باطریش هم فوق العاده هست..,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
1,gr-16-2,بر خلاف نوشته ها ضعفي تو دوربينش نديدم تازه باطريش هم فوق العاده هست..,بر خلاف نوشته ها ضعفی تو دوربینش ندیدم تازه باطریش هم فوق العاده هست..,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
1256,-,بر طبق اعلام این سایت،  فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
58,rev-59,بر طبق اعلام این سایت،  فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,1,data/main/Apple iPhone 5 - 16GB.xml
6783,-,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می‌باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,بر طبق اعلام این سایت، فرکانس پردازنده آیفون 5 حداکثر 1.2GHz می باشد که به همراه 1 گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع PowerVR SGX 543MP و سه هسته ای تولید گشته است.,2,data/extra/Apple iPhone 5 - 64GB.xml
10369,-,بزرگترين اشتباه من خريد نسخه 3G بود،  چون با نسخه WIFI هيچ فرقي نداره!,بزرگترین اشتباه من خرید نسخه 3G بود، چون با نسخه WIFI هیچ فرقی نداره!,-2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-1-1,بزرگترين اشتباه من خريد نسخه 3G بود،  چون با نسخه WIFI هيچ فرقي نداره!,بزرگترین اشتباه من خرید نسخه 3G بود، چون با نسخه WIFI هیچ فرقی نداره!,-1,data/main/Asus Google Nexus 7 3G - 32GB.xml
2168,-,بزودي بازار برميگرده به سمت نوکيا  اين گوشي هم از هر نظر عاليه  هم سخت افزار  نرم افزار  زيبايي  منتظرشم بياد، خيلي دوست دارم بخرمش,بزودی بازار برمیگرده به سمت نوکیا این گوشی هم از هر نظر عالیه هم سخت افزار نرم افزار زیبایی منتظرشم بیاد، خیلی دوست دارم بخرمش,1,data/extra/Nokia Lumia 620.xml
1,gr-9-2,"بزودي بازار برميگرده به سمت نوکيا 
اين گوشي هم از هر نظر عاليه 
هم سخت افزار 
نرم افزار 
زيبايي 
منتظرشم بياد، خيلي دوست دارم بخرمش",بزودی بازار برمیگرده به سمت نوکیا این گوشی هم از هر نظر عالیه هم سخت افزار نرم افزار زیبایی منتظرشم بیاد، خیلی دوست دارم بخرمش,2,data/main/Nokia Lumia 620.xml
11731,-,بسته‌بندي خيلي عالي از ديجي کالا شده بود.,بسته بندی خیلی عالی از دیجی کالا شده بود.,1,data/extra/Western Digital Portable My Passport - 1TB.xml
792,-,بسته بندي خيلي عالي از ديجي کالا شده بود.,بسته بندی خیلی عالی از دیجی کالا شده بود.,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
1,gr-15-2,بسته بندي خيلي عالي از ديجي کالا شده بود.,بسته بندی خیلی عالی از دیجی کالا شده بود.,2,data/main/Western Digital Portable My Passport - 1TB.xml
6147,-,بنده يه دو روزي با اين تبلت کار کردم اما با اين که تبلت خوش دستي هست اما مشکل اساسيش در عدم کار کردن wifi  سيم کارت با هم هست يعني اگر سيم کارت روي تبلت باشه و حتي اگه به حالت نمايه پرواز ببرين باز wifi شناسايي نميشه و تا زماني که سيم رو از روي تبلت در نيارين شبکه هاي wifi  مورد استفاده قرار نمي گيرن.,بنده یه دو روزی با این تبلت کار کردم اما با این که تبلت خوش دستی هست اما مشکل اساسیش در عدم کار کردن wifi سیم کارت با هم هست یعنی اگر سیم کارت روی تبلت باشه و حتی اگه به حالت نمایه پرواز ببرین باز wifi شناسایی نمیشه و تا زمانی که سیم رو از روی تبلت در نیارین شبکه های wifi مورد استفاده قرار نمی گیرن.,-2,data/extra/Fujitsu Stylistic M532.xml
0,gr-12-1,بنده يه دو روزي با اين تبلت کار کردم اما با اين که تبلت خوش دستي هست اما مشکل اساسيش در عدم کار کردن wifi  سيم کارت با هم هست يعني اگر سيم کارت روي تبلت باشه و حتي اگه به حالت نمايه پرواز ببرين باز wifi شناسايي نميشه و تا زماني که سيم رو از روي تبلت در نيارين شبکه هاي wifi  مورد استفاده قرار نمي گيرن.,بنده یه دو روزی با این تبلت کار کردم اما با این که تبلت خوش دستی هست اما مشکل اساسیش در عدم کار کردن wifi سیم کارت با هم هست یعنی اگر سیم کارت روی تبلت باشه و حتی اگه به حالت نمایه پرواز ببرین باز wifi شناسایی نمیشه و تا زمانی که سیم رو از روی تبلت در نیارین شبکه های wifi مورد استفاده قرار نمی گیرن.,-1,data/main/Fujitsu Stylistic M532.xml
1,gr-6-2,به جرات ميگم با سوني قابل مقايسه نيست!,به جرات میگم با سونی قابل مقایسه نیست!,0,data/main/Fujifilm FinePix F660EXR.xml
1594,-,به جرات ميگم با سوني قابل مقايسه نيست!,به جرات میگم با سونی قابل مقایسه نیست!,2,data/extra/Fujifilm FinePix F660EXR.xml
11719,-,به‌صرفه نيست و تنوع رنگ هم نداره.,به صرفه نیست و تنوع رنگ هم نداره.,-2,data/extra/Western Digital Portable My Passport - 1TB.xml
780,-,به صرفه نيست و تنوع رنگ هم نداره.,به صرفه نیست و تنوع رنگ هم نداره.,-1,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-8-1,به صرفه نيست و تنوع رنگ هم نداره.,به صرفه نیست و تنوع رنگ هم نداره.,-1,data/main/Western Digital Portable My Passport - 1TB.xml
80,rev-81,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم،  اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,0,data/main/Apple iPhone 5 - 16GB.xml
3112,-,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می‌رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,به طور منصفانه نباید از پیشرفت شگفت انگیز اندروید بگذریم، اما به نظر می رسد اندروید هنوز نتوانسته به قدرت iOS دست پیدا کند.,1,data/extra/Apple iPad mini WiFi-16GB.xml
8266,-,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی،  بسیار راحت است.,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
9983,-,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,2,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml
20,rev-21,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی،  تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,به لطف صفحه نمایش بزرگ 4.8 اینچی این گوشی، تایپ کردن با کیبورد آن به خصوص در حالت افقی، بسیار راحت است.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-9-1,به نظر من باز هم اپل گل کاشت.,به نظر من باز هم اپل گل کاشت.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9057,-,به نظر من باز هم اپل گل کاشت.,به نظر من باز هم اپل گل کاشت.,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
0,gr-18-1,"به نظر من تبلت خوبيه ولي زماني که من اينو داشتم :کيف و کاوري براش نبود 
",به نظر من تبلت خوبیه ولی زمانی که من اینو داشتم :کیف و کاوری براش نبود,-1,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
11332,-,به نظر من تبلت خوبيه ولي زماني که من اينو داشتم :کيف و کاوري براش نبود,به نظر من تبلت خوبیه ولی زمانی که من اینو داشتم :کیف و کاوری براش نبود,0,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
0,gr-6-1,به نظر من تنها نقطه ي قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتيکال 16ست .,به نظر من تنها نقطه ی قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتیکال 16ست .,0,data/main/Sony Cyber-Shot DSC-HX10V.xml
11395,-,به نظر من تنها نقطه ي قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتيکال 16ست .,به نظر من تنها نقطه ی قوت Sony Cyber-Shot DSC-HX10V نسبت به Sony Cyber-Shot DSC-WX150 زوم اپتیکال 16ست .,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
8226,-,به نظر من خريدن HTC ONE X PLUS  ارزشش بيشتره چون سخت افزاره قوي تري داره,به نظر من خریدن HTC ONE X PLUS ارزشش بیشتره چون سخت افزاره قوی تری داره,0,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-9-1,"به نظر من خريدن HTC ONE X PLUS  ارزشش بيشتره چون سخت افزاره قوي‌تري داره
",به نظر من خریدن HTC ONE X PLUS ارزشش بیشتره چون سخت افزاره قوی تری داره,1,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8238,-,به نظر من سامسونگ اگه کپي برداري هم مي کنه خيلي بهتر از اپله.,به نظر من سامسونگ اگه کپی برداری هم می کنه خیلی بهتر از اپله.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-17-1,به نظر من سامسونگ اگه کپي برداري هم مي کنه خيلي بهتر از اپله.,به نظر من سامسونگ اگه کپی برداری هم می کنه خیلی بهتر از اپله.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
6138,-,به نظر من که با توجه امکاناتش قيمتش خيلي مناسبه.,به نظر من که با توجه امکاناتش قیمتش خیلی مناسبه.,1,data/extra/Fujitsu Stylistic M532.xml
0,gr-9-1,به نظر من که با توجه امکاناتش قيمتش خيلي مناسبه.,به نظر من که با توجه امکاناتش قیمتش خیلی مناسبه.,2,data/main/Fujitsu Stylistic M532.xml
0,gr-3-1,به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته,به نظر من که معرکه هستش هیچ جای حرفی باقی نذاشته,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml
11821,-,به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته,به نظر من که معرکه هستش هیچ جای حرفی باقی نذاشته,2,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
6749,-,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود، مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,به نظر می رسد محل قرار گیری هدفون در بالای گوشی کاربردی تر بود، مخصوصا وقتی که می خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,-1,data/extra/Apple iPhone 5 - 64GB.xml
1222,-,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود،  مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,به نظر می رسد محل قرار گیری هدفون در بالای گوشی کاربردی تر بود، مخصوصا وقتی که می خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
24,rev-25,به نظر می‌رسد محل قرار گیری هدفون در بالای گوشی کاربردی‌تر بود،  مخصوصا وقتی که می‌خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,به نظر می رسد محل قرار گیری هدفون در بالای گوشی کاربردی تر بود، مخصوصا وقتی که می خواهید با آن موزیک گوش دهید و گوشی را داخل جیبتان بگذارید.,0,data/main/Apple iPhone 5 - 16GB.xml
0,gr-5-1,به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.,به نظر میاد کیفیت صفحه نمایشش بقیه مزایای این تبلت تحت الشعاع قرار میده به نظر من کیفیت صفحه نمایش خیلی مهمه این عرض از من که تجربه کار با تبلت های گوناگون دارم بپذیرید کیفیت پایین صفحه نمایش در تبلتها غیر قابل اغماض است.,-1,data/main/Fujitsu Stylistic M532.xml
6130,-,به نظر مياد کيفيت صفحه نمايشش بقيه مزاياي اين تبلت تحت الشعاع قرار ميده به نظر من کيفيت صفحه نمايش خيلي مهمه اين عرض از من که تجربه کار با تبلت هاي گوناگون دارم بپذيريد کيفيت پايين صفحه نمايش در تبلتها غير قابل اغماض است.,به نظر میاد کیفیت صفحه نمایشش بقیه مزایای این تبلت تحت الشعاع قرار میده به نظر من کیفیت صفحه نمایش خیلی مهمه این عرض از من که تجربه کار با تبلت های گوناگون دارم بپذیرید کیفیت پایین صفحه نمایش در تبلتها غیر قابل اغماض است.,0,data/extra/Fujitsu Stylistic M532.xml
6095,-,به همین دلیل هم هست که ایزو تا 25600 افزایش یافته است.,به همین دلیل هم هست که ایزو تا 25600 افزایش یافته است.,0,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml
22,rev-23,به همین دلیل هم هست که ایزو تا 25600 افزایش یافته است.,به همین دلیل هم هست که ایزو تا 25600 افزایش یافته است.,1,data/main/Panasonic Lumix DMC-G6.xml
0,gr-16-1,بهتر از اين نميتونيد پيدا کنيد,بهتر از این نمیتونید پیدا کنید,1,data/main/Asus Google Nexus 7 3G - 32GB.xml
10393,-,بهتر از اين نميتونيد پيدا کنيد,بهتر از این نمیتونید پیدا کنید,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-7-1,"بي صبرانه منتظر خريدشم 
",بی صبرانه منتظر خریدشم,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9055,-,بي صبرانه منتظر خريدشم,بی صبرانه منتظر خریدشم,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
1,gr-4-2,بي صبرانه منتظرم که به بازار بياد بگيرمش.,بی صبرانه منتظرم که به بازار بیاد بگیرمش.,0,data/main/Asus PadFone 2 - 16GB.xml
4361,-,بي صبرانه منتظرم که به بازار بياد بگيرمش.,بی صبرانه منتظرم که به بازار بیاد بگیرمش.,1,data/extra/Asus PadFone 2 - 16GB.xml
11308,-,تبلت بسيار خوبيه .,تبلت بسیار خوبیه .,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
0,gr-4-1,تبلت بسيار خوبيه .,تبلت بسیار خوبیه .,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
0,gr-11-1,تبلت خوبيه همون موقع که وارد بازار شد گرفتمش از نظر کيفيت تصوير عاليه full hd حرف نداره از نظر سخت افزاري هم خوبه مشکل ندارم در کل تبلت خوبيه.,تبلت خوبیه همون موقع که وارد بازار شد گرفتمش از نظر کیفیت تصویر عالیه full hd حرف نداره از نظر سخت افزاری هم خوبه مشکل ندارم در کل تبلت خوبیه.,1,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
11321,-,تبلت خوبيه همون موقع که وارد بازار شد گرفتمش از نظر کيفيت تصوير عاليه full hd حرف نداره از نظر سخت افزاري هم خوبه مشکل ندارم در کل تبلت خوبيه.,تبلت خوبیه همون موقع که وارد بازار شد گرفتمش از نظر کیفیت تصویر عالیه full hd حرف نداره از نظر سخت افزاری هم خوبه مشکل ندارم در کل تبلت خوبیه.,2,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
11822,-,تبلته فوق العاده خوبيه از همه لحاظ منو ساپورت کرده ولي حيف که تبديل usb نداره.,تبلته فوق العاده خوبیه از همه لحاظ منو ساپورت کرده ولی حیف که تبدیل usb نداره.,-1,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
0,gr-4-1,تبلته فوق العاده خوبيه از همه لحاظ منو ساپورت کرده ولي حيف که تبديل usb نداره.,تبلته فوق العاده خوبیه از همه لحاظ منو ساپورت کرده ولی حیف که تبدیل usb نداره.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml
2172,-,تجربه ي کاري من با ويندوز 7 و 7.5 ميگه که :  يک سيستم عامل کند و خسته کننده با محيط کاربري يکنواخت و تعداد محدود نرم افزار ارائه شده هست هرچند شرکت مايکروسافت ويندوز هشت رو رقيب آي اُ اس اپل و گوگل اندرويد دونسته اما بايد به انتظار نشست و ديد ايا اين چنين هست يا .,تجربه ی کاری من با ویندوز 7 و 7.5 میگه که : یک سیستم عامل کند و خسته کننده با محیط کاربری یکنواخت و تعداد محدود نرم افزار ارائه شده هست هرچند شرکت مایکروسافت ویندوز هشت رو رقیب آی اُ اس اپل و گوگل اندروید دونسته اما باید به انتظار نشست و دید ایا این چنین هست یا .,-2,data/extra/Nokia Lumia 620.xml
0,gr-12-1,"تجربه ي کاري من با ويندوز 7 و 7.5 ميگه که :
يک سيستم عامل کند و خسته کننده با محيط کاربري يکنواخت و تعداد محدود نرم افزار ارائه شده هست هرچند شرکت مايکروسافت ويندوز هشت رو رقيب آي اُ اس اپل و گوگل اندرويد دونسته اما بايد به انتظار نشست و ديد ايا اين چنين هست يا .",تجربه ی کاری من با ویندوز 7 و 7.5 میگه که : یک سیستم عامل کند و خسته کننده با محیط کاربری یکنواخت و تعداد محدود نرم افزار ارائه شده هست هرچند شرکت مایکروسافت ویندوز هشت رو رقیب آی اُ اس اپل و گوگل اندروید دونسته اما باید به انتظار نشست و دید ایا این چنین هست یا .,0,data/main/Nokia Lumia 620.xml
2009,-,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده‌اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش،  حداکثر بهره را ببرند.,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش، حداکثر بهره را ببرند.,0,data/extra/Apple Ipod Touch 5th Generation - 64GB_Hosseini.xml
16,rev-17,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده‌اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش،  حداکثر بهره را ببرند.,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش، حداکثر بهره را ببرند.,0,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9080,-,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده‌اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش، حداکثر بهره را ببرند.,تمامی برنامه های پیش فرض سیستم عامل iOS نیز برای این اندازه و دقت بالاتر از نو طراحی شده اند و اپل حداکثر تلاش خود را کرده تا کاربران از این افزایش سایز صفحه نمایش، حداکثر بهره را ببرند.,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
6088,-,تنها تغییری که مشاهده می شود جای گیری نوین دکمه ی فعال کننده ی فلاش بالا جهنده است.,تنها تغییری که مشاهده می شود جای گیری نوین دکمه ی فعال کننده ی فلاش بالا جهنده است.,0,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml
15,rev-16,تنها تغییری که مشاهده می شود جای گیری نوین دکمه ی فعال کننده ی فلاش بالا جهنده است.,تنها تغییری که مشاهده می شود جای گیری نوین دکمه ی فعال کننده ی فلاش بالا جهنده است.,1,data/main/Panasonic Lumix DMC-G6.xml
11728,-,حالا ميخوام چندتا از بهترين مزيتاشو واستون بگم: 1-از سرعت بسيار عالي برخوردار(به دليل استفاده از usb3)  2-موقع عدم انتقال داده هارد به صورت standbye درمياد که ميشه گفت تنها هارديه که اين مزيتو داره 3-به دليل نرم افزاري که روش نصبه امکان رمزگذاري فراهمه 4-درسته که اين هارد ضد‌ضربه نيست ولي من تا الان بيشتر از7تا8 بار روي زمين سخت افتاده وتا الان هيچ مشکلي براش پيش نيومده بطور کل بايد بگم که اگه دنبال يه هارد کامل و خوب ميگرديد بدون شک همين رو انتخاب کنيد,حالا میخوام چندتا از بهترین مزیتاشو واستون بگم: 1-از سرعت بسیار عالی برخوردار(به دلیل استفاده از usb3) 2-موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره 3-به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه 4-درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از7تا8 بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل و خوب میگردید بدون شک همین رو انتخاب کنید,1,data/extra/Western Digital Portable My Passport - 1TB.xml
789,-,حالا ميخوام چندتا از بهترين مزيتاشو واستون بگم: 1-از سرعت بسيار عالي برخوردار(به دليل استفاده از usb3)  2-موقع عدم انتقال داده هارد به صورت standbye درمياد که ميشه گفت تنها هارديه که اين مزيتو داره 3-به دليل نرم افزاري که روش نصبه امکان رمزگذاري فراهمه 4-درسته که اين هارد ضد ضربه نيست ولي من تا الان بيشتر از7تا8 بار روي زمين سخت افتاده وتا الان هيچ مشکلي براش پيش نيومده بطور کل بايد بگم که اگه دنبال يه هارد کامل و خوب ميگرديد بدون شک همين رو انتخاب کنيد,حالا میخوام چندتا از بهترین مزیتاشو واستون بگم: 1-از سرعت بسیار عالی برخوردار(به دلیل استفاده از usb3) 2-موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره 3-به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه 4-درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از7تا8 بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل و خوب میگردید بدون شک همین رو انتخاب کنید,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
2,gr-13-3,"حالا ميخوام چندتا از بهترين مزيتاشو واستون بگم:
1-از سرعت بسيار عالي برخوردار(به دليل استفاده از usb3) 
2-موقع عدم انتقال داده هارد به صورت standbye درمياد که ميشه گفت تنها هارديه که اين مزيتو داره
3-به دليل نرم افزاري که روش نصبه امکان رمزگذاري فراهمه
4-درسته که اين هارد ضد ضربه نيست ولي من تا الان بيشتر از7تا8 بار روي زمين سخت افتاده وتا الان هيچ مشکلي براش پيش نيومده
بطور کل بايد بگم که اگه دنبال يه هارد کامل و خوب ميگرديد بدون شک همين رو انتخاب کنيد",حالا میخوام چندتا از بهترین مزیتاشو واستون بگم: 1-از سرعت بسیار عالی برخوردار(به دلیل استفاده از usb3) 2-موقع عدم انتقال داده هارد به صورت standbye درمیاد که میشه گفت تنها هاردیه که این مزیتو داره 3-به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه 4-درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از7تا8 بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل و خوب میگردید بدون شک همین رو انتخاب کنید,2,data/main/Western Digital Portable My Passport - 1TB.xml
8289,-,حالت Burst shot به شما کمک می‌کند که تنها در چند ثانیه،  20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس،  بهترین تصویر را انتخاب کنید.,حالت Burst shot به شما کمک می کند که تنها در چند ثانیه، 20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
10006,-,حالت Burst shot به شما کمک می‌کند که تنها در چند ثانیه،  20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,حالت Burst shot به شما کمک می کند که تنها در چند ثانیه، 20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,2,data/extra/Samsung Galaxy S III I9305 - 16GB_Hosseini.xml
43,rev-44,حالت Burst shot به شما کمک می‌کند که تنها در چند ثانیه،  20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,حالت Burst shot به شما کمک می کند که تنها در چند ثانیه، 20 عکس با سرعت بسیار بالا به صورت پیاپی گرفته و سپس از میان این 20 عکس، بهترین تصویر را انتخاب کنید.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
